ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Morpheme_Index,Cognate_Coding
AbasoloValleMixtec-58_mother-1-1,AbasoloValleMixtec-58_mother-1,nana,432,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-59_mothervocative-1-1,AbasoloValleMixtec-59_mothervocative-1,ma,435,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-32_father-1-1,AbasoloValleMixtec-32_father-1,tata,220,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-191_son-1-1,AbasoloValleMixtec-191_son-1,se'e,103,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-129_daughter-1-1,AbasoloValleMixtec-129_daughter-1,se-si'i,103,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-129_daughter-1-2,AbasoloValleMixtec-129_daughter-1,se-si'i,433,false,expert,,,,,1,broad;fine
AbasoloValleMixtec-20_crosssexsibling-1-1,AbasoloValleMixtec-20_crosssexsibling-1,kua'à,159,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-12_brotherofman-1-1,AbasoloValleMixtec-12_brotherofman-1,ñani,84,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-148_sisterofwoman-1-1,AbasoloValleMixtec-148_sisterofwoman-1,ku'u,651,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-119_aunt-1-1,AbasoloValleMixtec-119_aunt-1,xixi,6,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-151_uncle-1-1,AbasoloValleMixtec-151_uncle-1,xito,824,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-53_man-1-1,AbasoloValleMixtec-53_man-1,chàa,414,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-113_woman-1-1,AbasoloValleMixtec-113_woman-1,ñà'an,858,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-144_owner-1-1,AbasoloValleMixtec-144_owner-1,sto'o,485,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-144_owner-1-2,AbasoloValleMixtec-144_owner-1,sto'o,512,false,expert,,,,,1,broad;fine
AbasoloValleMixtec-79_priest-1-1,AbasoloValleMixtec-79_priest-1,sutu,568,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-158_blood-1-1,AbasoloValleMixtec-158_blood-1,niì,65,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-136_hair-1-1,AbasoloValleMixtec-136_hair-1,ixi,311,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-29_face-1-1,AbasoloValleMixtec-29_face-1,nùù,210,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-196_tongue-1-1,AbasoloValleMixtec-196_tongue-1,yaá,781,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-197_tooth-1-1,AbasoloValleMixtec-197_tooth-1,nu'u,785,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-61_mouth-1-1,AbasoloValleMixtec-61_mouth-1,yu'u,447,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-131_ear-1-1,AbasoloValleMixtec-131_ear-1,so'o,194,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-69_nose-1-1,AbasoloValleMixtec-69_nose-1,xichi,496,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-141_neck-1-1,AbasoloValleMixtec-141_neck-1,sukú,465,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-43_hand-1-1,AbasoloValleMixtec-43_hand-1,nta'á,320,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-3_back-1-1,AbasoloValleMixtec-3_back-1,sata,11,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-37_foot-1-1,AbasoloValleMixtec-37_foot-1,tsa'a,258,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-25_disease-1-1,AbasoloValleMixtec-25_disease-1,kue'é,172,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-182_pimple-1-1,AbasoloValleMixtec-182_pimple-1,nti'í,529,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-16_clothorclothes-1-1,AbasoloValleMixtec-16_clothorclothes-1,sa'ma,112,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-147_sandal-1-1,AbasoloValleMixtec-147_sandal-1,ntsítsa,631,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-223_trousers-1-1,AbasoloValleMixtec-223_trousers-1,tsatu,802,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-104_townorvillage-1-1,AbasoloValleMixtec-104_townorvillage-1,ñuu,794,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-49_house-1-1,AbasoloValleMixtec-49_house-1,ve'e,363,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-73_path-1-1,AbasoloValleMixtec-73_path-1,ichi,523,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-210_post-1-1,AbasoloValleMixtec-210_post-1,si'ìn,387,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-177_mat-1-1,AbasoloValleMixtec-177_mat-1,yuvi,416,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-154_bed-1-1,AbasoloValleMixtec-154_bed-1,tsíto,26,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-192_stool-1-1,AbasoloValleMixtec-192_stool-1,chai,717,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-1_animal-1-1,AbasoloValleMixtec-1_animal-1,kiti,2,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-9_bird-1-1,AbasoloValleMixtec-9_bird-1,saa,49,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-34_fish-1-1,AbasoloValleMixtec-34_fish-1,chaká,9,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-34_fish-1-2,AbasoloValleMixtec-34_fish-1,chaká,242,false,expert,,,,,1,broad;fine
AbasoloValleMixtec-95_snake-1-1,AbasoloValleMixtec-95_snake-1,kòò,689,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-166_frog-1-1,AbasoloValleMixtec-166_frog-1,sa'va,263,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-207_hawk-1-1,AbasoloValleMixtec-207_hawk-1,xi'an,193,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-155_bee-1-1,AbasoloValleMixtec-155_bee-1,ñuñu,29,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-208_muroidmouseorrat-1-1,AbasoloValleMixtec-208_muroidmouseorrat-1,ti'in,444,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-23_deer-1-1,AbasoloValleMixtec-23_deer-1,isu,164,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-213_squirrel-1-1,AbasoloValleMixtec-213_squirrel-1,nti-kuain,35,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-213_squirrel-1-2,AbasoloValleMixtec-213_squirrel-1,nti-kuain,698,false,expert,,,,,1,broad;fine
AbasoloValleMixtec-77_possum-1-1,AbasoloValleMixtec-77_possum-1,tsoko,554,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-211_raccoon-1-1,AbasoloValleMixtec-211_raccoon-1,ma'àn,582,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-26_dog-1-1,AbasoloValleMixtec-26_dog-1,tina,9,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-26_dog-1-2,AbasoloValleMixtec-26_dog-1,tina,174,false,expert,,,,,1,broad;fine
AbasoloValleMixtec-13_cat-1-1,AbasoloValleMixtec-13_cat-1,vilu,91,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-85_rooster-1-1,AbasoloValleMixtec-85_rooster-1,to'lo,615,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-45_hen-1-1,AbasoloValleMixtec-45_hen-1,chata,328,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-74_pig-1-1,AbasoloValleMixtec-74_pig-1,kìni,526,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-91_sheep-1-1,AbasoloValleMixtec-91_sheep-1,nti-kachi,35,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-91_sheep-1-2,AbasoloValleMixtec-91_sheep-1,nti-kachi,1044,false,expert,,,,,1,broad;fine
AbasoloValleMixtec-91_sheep-1-3,AbasoloValleMixtec-91_sheep-1,nti-kachi,157,false,expert,,,,,2,broad;fine
AbasoloValleMixtec-152_ant-1-1,AbasoloValleMixtec-152_ant-1,choko,9,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-152_ant-1-2,AbasoloValleMixtec-152_ant-1,choko,882,false,expert,,,,,1,broad;fine
AbasoloValleMixtec-47_hornanatomy-1-1,AbasoloValleMixtec-47_hornanatomy-1,ntiki,350,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-164_feather-1-1,AbasoloValleMixtec-164_feather-1,túmi,227,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-150_tail-1-1,AbasoloValleMixtec-150_tail-1,nto'o,748,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-105_tree-1-1,AbasoloValleMixtec-105_tree-1,yutu,799,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-217_herbaceousplant-1-1,AbasoloValleMixtec-217_herbaceousplant-1,kù'ù,334,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-40_grass-1-1,AbasoloValleMixtec-40_grass-1,icha,294,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-36_flower-1-1,AbasoloValleMixtec-36_flower-1,ita,246,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-218_maguey-1-1,AbasoloValleMixtec-218_maguey-1,yàvì,409,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-186_root-1-1,AbasoloValleMixtec-186_root-1,yo'o,619,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-195_thorn-1-1,AbasoloValleMixtec-195_thorn-1,iñu,764,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-18_corn-1-1,AbasoloValleMixtec-18_corn-1,nuni,141,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-19_cornfield-1-1,AbasoloValleMixtec-19_cornfield-1,itu,145,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-132_earofcornfresh-1-1,AbasoloValleMixtec-132_earofcornfresh-1,ntíxi,199,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-209_nixtamal-1-1,AbasoloValleMixtec-209_nixtamal-1,tsá'á,492,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-203_corndough-1-1,AbasoloValleMixtec-203_corndough-1,yutsa,142,false,expert,,,,,0,broad;fine
AbasoloValleMixtec-103_tortilla-1-1,AbasoloValleMixtec-103_tortilla-1,staa,789,false,expert,,,,,0,broad;fine
