Grapheme	IPA	Frequency
^k	k	13
ī	i ³	4
ȼ	ts	2
ì$	i ¹	7
^ⁿd	ⁿd	6
u	u	9
č	tʃ	8
i$	i	30
^š	ʃ	10
i	i	35
t	t	10
o$	o	10
^ñ	ɲ	10
u̧	ũ	16
m	m	6
a̧$	ã	10
a	a	16
ʔ	ʔ	35
n	n	13
u̧$	ũ	16
^l	l	3
a$	a	14
^ʔ		13
^kʷ	kʷ	8
à	a ¹	5
^n	n	3
i̧	ĩ	10
i̧$	ĩ	13
a̧	ã	6
^č	tʃ	11
^s	s	6
e	e	9
e$	e	7
^ȼʸ	tsʲ	1
^ƀ	β	4
š	ʃ	11
k	k	9
s	s	8
ù̧	ũ ¹	4
ì̧$	ĩ ¹	4
^ž	ʒ	16
ì	i ¹	3
v	β	4
u$	u	2
^ⁿč	ⁿtʃ	10
ƀ	β	5
^t	t	6
ī̧$	ĩ ³	1
ī̧	ĩ ³	1
ñ	ɲ	6
ù̧$	ũ ¹	2
à$	a ¹	2
ú̧	ũ ⁵	1
ⁿd	ⁿd	1
w	w	3
ù$	u ¹	3
ā$	a ³	4
ā	a ³	2
^šʸ	ʃʲ	1
o	o	9
à̧	ã ¹	1
à̧$	ã ¹	1
^v	β	2
ù	u ¹	2
-	+	9
ž	ʒ	2
ū	u ³	1
ⁿč	ⁿtʃ	1
kʷ	kʷ	3
^ȼ	ts	1
á	a ⁵	1
^ù̧	ũ ¹	1
^ī	i ³	1
