Grapheme	IPA	Frequency
^k	k	11
ī	i ³	8
t	t	18
ī$	i ³	8
^sh	ʃ	6
sh	ʃ	6
i$	i ¹	13
^t	t	15
i	i ¹	15
^i	i ¹	
ch	tʃ	6
í$	i ⁵	10
^y	ʒ	8
a	a ¹	14
a$	a ¹	14
^nd	ⁿd	11
k	k	12
ā$	a ³	7
o	o ¹	2
h	ʔ	33
o$	o ¹	6
ū	u ³	12
^ñ	ɲ	12
u	u ¹	12
m	m	6
^ch	tʃ	2
x	x	5
īn$	ĩ ³	4
^n	n	8
á	a ⁵	8
n	n	15
ú$	u ⁵	6
^s	s	10
ā	a ³	14
ūún$	ũ ³ ũ ⁵	1
^kw	kʷ	7
í	i ⁵	6
l	l	2
ū$	u ³	5
-	+	9
y	ʒ	5
e	e ¹	7
ē$	e ³	4
^v	β	4
s	s	4
^ī	i ³	8
u$	u ¹	10
ō	o ³	3
ō$	o ³	3
ē	e ³	4
v	β	5
e$	e ¹	4
in$	ĩ ¹	3
^u	u ¹	6
^x	x	4
á$	a ⁵	8
ēn$	ẽ ³	1
un$	ũ ¹	4
ú	u ⁵	2
ín$	ĩ ⁵	1
ñ	ɲ	4
an$	ã ¹	2
ún$	ũ ⁵	1
í:	i ⁵ i ⁵	1
kw	kʷ	1
^i	i	2
^m	m	1
ān$	ã ³	2
^l	l	2
^ā	a ³	1
ūn$	ũ ³	2
^o	o ¹	1
