Grapheme	IPA	Frequency
^k	k	27
i	i ³	30
t	t	20
ì$	i ¹	40
^t	t	25
ì	i ¹	41
k	k	22
ù$	u ¹	6
^y	j	25
a	a ³	21
'	ʔ	28
à$	a ¹	29
ch	tʃ	9
í$	i ⁵	8
^s	s	13
à	a ¹	19
^nd	ⁿd	25
u	u ³	18
o$	o ³	7
í	i ⁵	6
-	+	17
ñ	ɲ	11
o	o ³	16
ò$	o ¹	27
^n	n	6
m	m	8
s	s	12
i$	i ³	12
á	a ⁵	7
n	n	14
^l	l	6
^ì	i ¹	5
v	β	18
ò	o ¹	21
ón$	õ ⁵	2
ììn$	ĩ ¹ ĩ ¹	1
a$	a ³	12
^ñ	ɲ	8
an	ã	2
^ch	tʃ	6
ó$	o ⁵	2
^m	m	3
n$	n	3
on$	õ ³	3
^j	h	8
y	j	13
^v	β	8
j	h	6
^i	i ³	8
kua	kʷ a ³	3
^kua	kʷ a ³	
ú	u ⁵	2
ú$	u ⁵	1
è	e ¹	3
è$	e ¹	2
á$	a ⁵	13
x	ʃ	4
^ò	o ¹	4
^x	ʃ	5
án$	ã ⁵	2
iín$	ĩ ³ ĩ ⁵	1
^í	i ⁵	1
ty	tʲ	
$	NULL	4
e$	e ³	3
ù	u ¹	4
e	e ³	2
ìín$	ĩ ¹ ĩ ⁵	2
ìn$	ĩ ¹	3
in$	ĩ	1
nd	ⁿd	1
kuà	kʷ a ¹	1
^kuà	kʷ a ¹	
^kuè	kʷ e ¹	
^ty	tʲ	
é	e ⁵	2
l	l	4
^ù	u ¹	2
é$	e ⁵	1
ó	o ⁵	1
kuá	kʷ a ⁵	1
u$	u ³	1
^à	a ¹	1
kui	kʷ i ³	1
^kuì	kʷ i ¹	1
ndy	ⁿdʲ	
^ndy	ⁿdʲ	
^kuí	kʷ i ⁵	
^kuá	kʷ a ⁵	
^kue	kʷ e ³
^kui	kʷ i ³	
òn$	õ ¹	
iin$	ĩ ³ ĩ ³	
