Grapheme	IPA	Frequency
^k	k	18
ī	i ³	11
t	t	14
í$	i ⁵	5
^š	ʃ	6
š	ʃ	8
ī$	i ³	13
^t	t	10
á	a ⁵	6
ʔ	ʔ	23
n	n	6
ū$	u ³	8
^s	s	8
ā	a ³	7
ā$	a ³	14
^kʷ	kʷ	7
à	a ¹	15
č	tʃ	5
^n	n	6
ī̧	ĩ ³	3
ì̧	ĩ ¹	4
ī̧$	ĩ ³	10
^ī	i ³	4
k	k	3
^y	j	12
^ƀ	β	9
l	l	3
ú$	u ⁵	1
ē	e ³	2
ē$	e ³	4
é	e ⁵	2
ì	i ¹	11
s	s	4
ù	u ¹	9
ì$	i ¹	6
ù̧	ũ ¹	7
ū	u ³	7
ƀ	β	8
^ⁿd	ⁿd	4
ū̧	ũ ³	1
m	m	8
^č	tʃ	2
í̧	ĩ ⁵	2
ì̧$	ĩ ¹	2
^tʸ	tʲ	5
á$	a ⁵	2
^l	l	1
ō	o ³	3
ò$	o ¹	2
à$	a ¹	5
a	a	3
i̧$	ĩ	1
ú	u ⁵	1
á̧$	ã ⁵	3
'	ʔ	1
$	NULL	5
a$	a	1
-	+	7
ñ	ɲ	3
ù$	u ¹	3
ù̧$	ũ ¹	1
à̧	ã ¹	1
ā̧	ã ³	1
^ⁿdʸ	ⁿdʲ	1
y	j	3
^ī̧ī̧$	ĩ ³ ĩ ³	1
^í	i ⁵	2
tʸ	tʲ	3
ó$	o ⁵	1
^ī̧	ĩ ³	1
.	NULL	1
i	i	1
à̧$	ã ¹	1
í	i ⁵	1
kʷ	kʷ	1
i$	i	1
^ñ	ɲ	1
ú̧	ũ ⁵	1
ā̧$	ã ³	1
ò	o ¹	2
ō$	o ³	1
ū̧$	ũ ³	3
a̧$	ã	1
ú̧$	ũ ⁵	2
á̧	ã ⁵	2
