Grapheme	IPA	Frequency
^ⁿd	ⁿd	2
ū	u ³	1
č	tʃ	5
ì$	i ¹	7
^ñ	ɲ	5
u̧	ũ	3
m	m	4
a̧$	ã	2
^ʔ	ʔ	9
o	o	7
ƀ	β	4
a$	a	10
^kʷ	kʷ	2
à	a ¹	2
i$	i	15
^n	n	2
ì̧	ĩ ¹	3
ì̧$	ĩ ¹	4
a̧	ã	2
n	n	3
i̧$	ĩ	3
^ƀ	β	3
ì	i ¹	7
s	s	8
k	k	6
à$	a ¹	2
^k	k	6
ī$	i ³	1
ù̧	ũ ¹	3
ñ	ɲ	3
í̧$	ĩ ⁵	2
^ž	ʒ	16
u	u	6
sʸ	sʲ	1
ü	ʉ	8
t	t	5
ü$	ʉ	6
ā	a ³	3
i	i	9
ž	ʒ	2
^s	s	2
ò	o ¹	1
ʔ	ʔ	11
ó$	o ⁵	1
^t	t	2
^sʸ	sʲ	3
ù̧$	ũ ¹	1
^č	tʃ	4
i̧	ĩ	4
ú̧	ũ ⁵	1
u̧$	ũ	3
è	e ¹	1
è$	e ¹	1
^ṣʸ	ʂʲ	1
o$	o	4
a	a	7
v	β	4
š	ʃ	4
^ṣ	ʂ	1
u$	u	2
^ȼ	ts	1
^ⁿč	ⁿtʃ	1
ȼ	ts	1
-	+	2
kʷ	kʷ	1
^š	ʃ	2
ⁿd	ⁿd	1
^l	l	1
^ȼʸ	tsʲ	1
e	e	1
e$	e	1
^ⁿdʸ	ⁿdʲ	1
