Grapheme	IPA	Frequency
^k	k	5
ɨ	ɨ	13
t	t	13
xʷ	xʷ	1
i̧	ĩ	10
ʔ	ʔ	33
n	n	22
a̧$	ã	8
^ⁿd	ⁿd	18
u	u	18
č	tʃ	7
i$	i	12
^i	i	8
o$	o	9
^ñ	ɲ	7
u̧	ũ	13
m	m	9
ȩ$	ẽ	3
^x	x	3
a̧	ã	10
u̧$	ũ	18
^č	tʃ	2
i	i	18
-	+	13
đ	ð	11
a	a	23
a$	a	18
^u	u	5
^kʷ	kʷ	5
e	e	12
ǐ$	i ¹⁵	1
^n	n	6
ɨ̧	ɨ̃	8
ñ	ɲ	8
ɨ̧$	ɨ̃	8
^đ	ð	14
x	x	3
i̧$	ĩ	10
^w	w	8
l	l	2
u$	u	16
ž	ʒ	7
^t	t	7
š	ʃ	4
ɨ$	ɨ	11
k	k	9
^ž	ʒ	18
ṣ̌	ʂ	4
e$	e	17
o	o	7
w	w	8
^u̧	ũ	2
^	NULL	5
N	n̥	11
^ṣ̌	ʂ	1
^o̧	õ	1
o̧$	õ	1
ỹ	j̃	2
^l	l	2
ⁿd	ⁿd	3
^m	m	1
^i̧	ĩ	2
^š	ʃ	2
^a	a	1
^y	j	1
^s	s	1
kʷ	kʷ	4
^tʸ	tʲ	1
^ⁿdʸ	ⁿdʲ	1
^xʷ	xʷ	2
ȩ	ẽ	1
^nn	nː	2
^a̧	ã	1
