Grapheme	IPA	Frequency
^k	k	27
i	i ³	36
t	t	22
i̠$	i ¹	20
^t	t	23
o̠	o ¹	18
k	k	18
o$	o ³	14
^y	j	31
a̠	a ¹	21
-	+	11
n	n	15
ó	o ⁵	3
'	ʔ	47
^s	s	17
s	s	11
i$	i ³	14
i̠	i ¹	25
ch	tʃ	9
í$	i ⁵	9
a̠$	a ¹	21
^ch	tʃ	6
v	β	15
^nd	ⁿd	17
u	u ³	20
u̠$	u ¹	7
^x	ʃ	11
í	i ⁵	8
ñ	ɲ	9
o̠$	o ³	16
^ñ	ɲ	13
m	m	9
a$	a ³	20
x	ʃ	13
in$	ĩ ³	4
^n	n	8
á	a ⁵	15
é	e ⁵	3
e$	e ³	6
a	a ³	20
ón$	õ ⁵	2
^l	l	3
e	e ³	7
o̠n$	õ ¹	5
^m	m	2
y	j	8
^v	β	9
un$	ũ ³	1
u̠n$	ũ ¹
n$	n	5
u$	u ³	4
ú	u ⁵	3
ú$	u ⁵	2
e̠	e ¹	1
e̠$	e ¹	1
^i	i ³	1
^o̠	o ¹	4
á$	a ⁵	8
an$	ã ³	11
u̠	u ¹	5
íi̠n$	ĩ ⁵ ĩ ¹	1
o	o ³	12
^tia̠	tʲ a ¹	1
ín$	ĩ ⁵	2
i̠n$	ĩ ¹	5
é$	e ⁵	2
án$	ã ⁵	2
ún$	ũ ⁵	1
i̠ín$	ĩ ¹ ĩ ⁵	1
ó$	o ⁵	1
^i̠	i ¹	2
nd	ⁿd	1
l	l	3
on$	õ ³	4
^u̠	u ¹	3
kuá	kʷ a ⁵	1
kui̠	kʷ i ¹	1
^a	a ³	1
^tio̠	tʲ o ¹	
^kua̠	kʷ a ¹	
^kuá	kʷ a ⁵	
^kuí	kʷ i ⁵	
^kui̠	 kʷ i ¹	
^kue	kʷ e ³	
^kue̠	kʷ e ¹	
^kui	kʷ i ³	
a̠n$	ã ¹	
