Grapheme	IPA	Frequency
^k	k	31
í	i ⁵	20
t	t	26
i̠$	i ¹	32
^t	t	32
i̠	i ¹	27
-	+	24
y	j	9
ó$	o ⁵	5
'	ʔ	58
á$	a ⁵	18
^y	j	27
a	a ³	25
a̠$	a ¹	28
^d	ð	17
i	i ³	35
d	ð	39
i$	i ³	20
ch	tʃ	10
í$	i ⁵	14
^s	s	14
^n	n	38
k	k	28
ú	u ⁵	7
^x	ʃ	7
o$	o ³	17
r	ɾ	1
ñ	ɲ	9
o	o ³	21
o̠$	o ¹	28
^ñ	ɲ	11
m	m	7
x	ʃ	6
á	a ⁵	26
^l	l	5
a$	a ³	15
^o	o ³	6
v	β	3
e	e ³	10
u	u ³	21
a̠	a ¹	13
s	s	7
l	l	5
^ch	tʃ	5
o̠n$	õ ¹	6
n	n	15
i̠n$	ĩ ¹	3
e̠	e ¹	4
e$	e ³	4
^v	β	8
^i	i ³	9
ó	o ⁵	10
u̠$	u ¹	9
ú$	u ⁵	1
kua	kʷ a ³	4
^kuá	kʷ a ⁵	
^kua̠	kʷ a ¹	
^kua	kʷ a ³	
^kuí	kʷ i ⁵	
^kui̠	kʷ i ¹	
^kui	kʷ i ³	
^kué	kʷ e ⁵	
^kue	kʷ e ³	
e̠$	e ¹	3
o̠	o ¹	14
^í	i ⁵	4
an$	ã ³	1
íi̠n$	ĩ ⁵ ĩ ¹	1
án$	ã ⁵	2
u̠	u ¹	2
é	e ⁵	4
ón$	õ ⁵	3
i̠ín$	ĩ ¹ ĩ ⁵	1
in$	ĩ	1
nd	ⁿd	1
^m	m	1
^u	u ³	3
é$	e ⁵	2
kué	kʷ e ⁵	1
ín$	ĩ ⁵	1
ll	j	1
^a	a ³	1
kui̠	kʷ i ¹	1
oon$	õ ³ õ ³	3
on$	õ ³	1
^nd	ⁿd
iin$	ĩ ³ ĩ ³		
