Grapheme	IPA	Frequency
^k	k	16
ī	i ³	20
t	t	16
i$	i ¹	19
^s	s	13
s	s	8
ī$	i ³	13
^t	t	15
i	i ¹	23
ch	tʃ	7
í$	i ⁵	9
a	a ¹	12
a$	a ¹	12
^nd	ⁿd	11
ū	u ³	9
u$	u ¹	6
í	i ⁵	6
-	+	7
ñ	ɲ	7
o	o ¹	11
o$	o ¹	10
^ñ	ɲ	11
m	m	4
sh	ʃ	8
īn$	ĩ ³	2
^n	n	6
á	a ⁵	12
h	ʔ	30
n	n	15
ō$	o ³	9
ā	a ³	18
ā$	a ³	16
ōn	õ ³	5
$	NULL	4
^kw	kʷ	10
^y	j	20
k	k	13
x	x	1
á$	a ⁵	8
^m	m	2
ón$	õ ⁵	1
ú$	u ⁵	1
y	j	6
^v	β	8
in$	ĩ ¹	3
an$	ã ¹	2
ū$	u ³	3
v	β	11
e	e ¹	2
e$	e ¹	2
^ī	i ³	2
^o	o ¹	4
^sh	ʃ	6
ān$	ã ³	1
un$	ũ ¹	1
ō	o ³	5
on$	õ ¹	2
ē$	e ³	3
ē	e ³	3
u	u ¹	4
ún$	ũ ⁵	1
iín$	ĩ ¹ ĩ ⁵	1
ó$	o ⁵	2
ó	o ⁵	2
nd	ⁿd	1
^l	l	2
ú	u ⁵	1
é	e ⁵	1
^u	u ¹	3
^i	i ¹	1
l	l	2
kw	kʷ	1
^ā	a ³	1
^ch	tʃ	1
án$	ã ⁵	1
