Grapheme	IPA	Frequency
^k	k	12
ɨ	ɨ	11
t	t	11
ɨ$	ɨ	11
^ⁿd	ⁿd	14
u	u	22
tʸ	tʲ	9
i$	i	12
^č	tʃ	11
i	i	20
o$	o	7
^ñ	ɲ	7
u̧	ũ	14
m	m	8
a̧$	ã	12
a	a	26
ʔ	ʔ	34
n	n	4
u̧$	ũ	15
^s	s	10
a$	a	23
^u	u	6
w	w	16
^n	n	3
ɨ̧̀	ɨ̃ ¹	2
ñ	ɲ	16
ɨ̧̀$	ɨ̃ ⁵	2
^š	ʃ	3
k	k	10
^y	j	18
a̧	ã	6
i̧$	ĩ	17
e	e	6
e$	e	6
^t	t	12
-	+	8
š	ʃ	4
^w	w	7
č	tʃ	9
s	s	6
^i	i	3
u$	u	15
y	j	8
^kʷ	kʷ	6
o	o	4
^u̧	ũ	2
^tʸ	tʲ	4
i̧	ĩ	3
^o̧	õ	1
o̧$	õ	4
ɨ̧	ɨ̃	3
ɨ̧$	ɨ̃	3
^m	m	1
^ⁿdʸ	ⁿdʲ	3
^i̧	ĩ	2
^r	ɾ	1
o̧	õ	3
ù	u ¹	1
ù̧$	ũ ¹	1
ⁿdʸ	ⁿdʲ	1
kʷ	kʷ	1
^l	l	1
l	l	1
ó	o ⁵	1
ó$	o ⁵	1
^a	a	1
^a̧	ã	1
