Grapheme	IPA	Frequency
^x	ʃ	40
u	u	90
c	k	11
³$	³	56
cua	kʷ a	4
^cue	kʷ e	
^y	j	18
a	a	73
j	ɦ	57
^d	d	17
'	ʔ	43
i	i	82
'²	⁴ ʔ	14
$	NULL	16
^r	r	15
²	⁴	2
n	n	39
e	e	32
chr	ʈʂ	8
^chr	ʈʂ	
o	o	40
^n	n	17
t	t	14
⁴$	²	20
g	g	11
^nn	nː	9
³	³	17
an$	ã	8
^s	s	12
-	+	24
'⁴	ʔ ²	11
⁴	²	20
ch	tʃ	5
a$	a ³	9
^a	a	10
⁵$	¹	10
^m	m	5
r	r	18
⁵³$	¹³	12
^g	g	20
qu	k	9
ï	ɨ	25
n$	n	3
^t	t	5
un³$	ũ ³	3
²$	⁴	3
^c	k	8
¹$	⁵	11
^ch	tʃ	9
un¹$	ũ ⁵	1
l	l	2
'³	ʔ ³	19
i$	i ³	6
⁴⁵$	²¹	2
j$	ɦ	3
ts	ts	7
⁵	¹	10
hu	w	
^hu	w	
^huu	wː	
^'n	ʔ n	2
^qu	k	3
³⁵$	³¹	4
^gui	gʷ i	2
^gua	gʷ a	
y	j	9
ü	u	4
d	d	2
⁴⁵	²¹	2
x	ʃ	5
e$	e ³	7
^ts	ts	1
³⁴$	³²	13
an'	ã ʔ ³	11
m	m	7
¹	⁵	3
s	s	3
ïn'²$	ɨ̃ ʔ ⁴	2
^u	u	1
u$	u ³	2
in$	ĩ	1
^h	h	7
un$	ũ ³	1
o$	o ³	5
ï$	ɨ ³	3
ïn	ɨ̃ ³	 
ë	ə	2
ë$	ə ³	1
⁴³$	²³	2
^'ï	ʔ ɨ	1
^yy	jː	2
⁵⁴$	¹²	1
'⁴$	ʔ ²	5
^j	ɦ	1
^	NULL	2
^l	l	1
^mm	mː	2
³⁴	³²	1
ui	w i	
'u	ʔ w	
un'²$	ũ ʔ ⁴	
un'³⁴$	ũ ʔ ³²	
