Grapheme	IPA	Frequency
^k	k	13
ɨ	ɨ	13
t	t	11
ɨ$	ɨ	11
^ⁿd	ⁿd	14
u	u	23
č	tʃ	8
i$	i	13
^s	s	17
i	i	20
o$	o	7
^ñ	ɲ	8
u̧	ũ	11
m	m	8
a̧$	ã	12
a	a	30
ʔ	ʔ	34
n	n	6
u̧$	ũ	13
a$	a	25
^u	u	5
w	w	16
^kʷ	kʷ	8
^n	n	3
ɨ̧́	ɨ̃	2
ñ	ɲ	14
ɨ̧́$	ɨ̃ ⁵	2
^š	ʃ	2
k	k	11
a̧	ã	6
i̧$	ĩ	18
e	e	7
e$	e	7
^t	t	11
-	+	11
^w	w	6
s	s	19
^y	j	18
^i	i	3
u$	u	12
o	o	5
^u̧	ũ	2
^č	tʃ	5
i̧	ĩ	5
^tʸ	tʲ	2
ú̧	ũ ⁵	1
ù̧$	ũ ¹	1
^o̧	õ	1
o̧$	õ	6
ɨ̧	ɨ̃	2
ɨ̧$	ɨ̃	3
^m	m	2
^ⁿǰ	ⁿdʒ	3
y	j	7
^i̧	ĩ	2
kʷ	kʷ	2
^r	ɾ	1
o̧	õ	5
tʸ	tʲ	3
^x	x	1
ⁿǰ	ⁿdʒ	1
^l	l	1
l	l	1
š	ʃ	3
^a	a	1
^a̧	ã	1
