Grapheme	IPA	Frequency
^k	k	10
i	i	35
s	s	6
i$	i	34
^ⁿd	ⁿd	11
u	u	19
č	tʃ	7
^š	ʃ	3
t	t	17
o$	o	8
^ñ	ɲ	7
u̧	ũ	14
m	m	7
a̧$	ã	12
a	a	26
ʔ	ʔ	32
n	n	11
u̧$	ũ	13
^l	l	3
a$	a	23
^u	u	5
^kʷ	kʷ	8
^n	n	5
i̧	ĩ	11
i̧$	ĩ	14
^s	s	11
u$	u	16
a̧	ã	6
^č	tʃ	4
^đ	ð	10
e	e	10
e$	e	8
-	+	15
w	w	11
^w	w	7
š	ʃ	4
k	k	10
đ	ð	10
^y	j	17
^i	i	3
^t	t	8
ñ	ɲ	7
kʷ	kʷ	3
y	j	4
^ⁿs	ⁿs	4
^u̧	ũ	3
ú̧	ũ ⁵	1
ú̧$	ũ ⁵	1
^m	m	1
^šʸ	ʃʲ	1
o	o	7
^i̧	ĩ	2
^ⁿč	ⁿtʃ	1
^tʸ	tʲ	1
ⁿdʸ	ⁿdʲ	1
^ì̧	ĩ ¹	1
ì̧$	ĩ ¹	1
^ⁿǰ	ⁿdʒ	2
^a	a	2
r	ɾ	1
d	d	1
ò	o ¹	1
ò$	o ¹	1
ȩ	ẽ	1
^a̧	ã	1
