Grapheme	IPA	Frequency
^l	l	1
u	u	15
č	tʃ	3
i$	i	8
^ñ	ɲ	8
u̧	ũ	15
m	m	1
a̧$	ã	6
^đ	ð	6
a	a	10
a$	a	12
^u	u	3
a̧	ã	6
n	n	14
i̧$	ĩ	11
^k	k	6
kʷ	kʷ	2
^n	n	6
^ž	ʒ	16
ȼ	ts	3
^i	i	2
t	t	4
u$	u	10
đ	ð	3
^ⁿd	ⁿd	2
ⁿd	ⁿd	
ɨ	ɨ	3
ƀ	β	3
ɨ$	ɨ	2
^tn	tⁿ	1
u̧$	ũ	18
^	NULL	1
N	n̥	2
^s	s	2
ʔ	ʔ	20
^č	tʃ	4
i̧	ĩ	10
i̧ⁿ$	ĩ	1
^u̧	ũ	2
^t	t	1
i	i	12
-	+	7
ñ	ɲ	5
u̧u̧n$	ũ ũ	1
r	ɾ	1
k	k	6
^m	m	1
š	ʃ	2
^š	ʃ	5
o$	o	5
^i̧	ĩ	2
s	s	3
e	e	1
e$	e	1
ž	ʒ	1
^ⁿs	ⁿs	1
y	j	1
^ƀ	β	1
o	o	2
ɨ̧$	ɨ̃	1
^kʷ	kʷ	3
^x	x	1
l	l	2
^b	b	1
o̧	õ	1
