Grapheme	IPA	Frequency
^k	k	11
ī	i ³	1
ȼ	ts	6
ì$	i ¹	8
^ⁿd	ⁿd	12
u	u	8
č	tʃ	5
i$	i	25
^s	s	9
i	i	30
t	t	11
o$	o	13
^y	j	13
i̧	ĩ	13
m	m	6
a̧$	ã	6
a	a	22
ʔ	ʔ	33
n	n	14
u̧$	ũ	12
^l	l	4
a$	a	21
^ʔ		12
e	e	8
w	w	3
^kʷ	kʷ	6
à	a ¹	3
^n	n	5
ì̧	ĩ ¹	2
ì̧$	ĩ ¹	1
^ñ	ɲ	7
a̧	ã	7
i̧$	ĩ	13
^č	tʃ	5
u$	u	4
^đ	ð	6
è	e ¹	1
e$	e	8
^ȼ̣	ʈʂ	8
^ƀ	β	4
s	s	8
ì	i ¹	9
k	k	10
à$	a ¹	3
đ	ð	6
u̧	ũ	16
v	β	3
-	+	16
kʷ	kʷ	3
y	j	6
o	o	11
z	s	5
ƀ	β	5
^t	t	6
à̧	ã ¹	1
ù̧$	ũ ¹	3
í	i ⁵	1
ñ	ɲ	5
ò̧	õ ¹	1
^š	ʃ	4
ò$	o ¹	2
^v	β	3
ā	a ³	1
^ȼ̣ʸ	ʈʂʲ	1
ⁿd	ⁿd	2
ü	ʉ	1
ü$	ʉ	1
^ⁿȼ	ⁿts	1
^ž	ʒ	1
ȼ̣	ʈʂ	1
ù	u ¹	3
ò	o ¹	3
á	a ⁵	1
^m	m	1
ù$	u ¹	1
š	ʃ	1
^ȼ	ts	2
^i	i	1
l	l	1
í$	i ⁵	1
á$	a ⁵	1
ù̧	ũ ¹	1
^kʷʸ	kʷʲ	1
