Grapheme	IPA	Frequency
^k	k	22
i	i ³	23
t	t	24
í$	i ⁵	21
^t	t	24
y	j	10
ò	o ¹	9
k	k	25
ó$	o ⁵	11
^y	j	25
à	a ¹	22
á$	a ⁵	18
^x	ʃ	24
x	ʃ	19
i$	i ³	23
ì	i ¹	26
ch	tʃ	8
^s	s	13
^nd	ⁿd	29
u	u ³	14
o$	o ³	12
^ñ	ɲ	9
ù	u ¹	26
ñ	ɲ	15
ú$	u ⁵	12
m	m	9
in$	ĩ ³	8
á	a ⁵	17
'	ʔ	59
n	n	15
u$	u	13
à$	a ¹	13
^ù	u ¹	6
v	β	21
a	a ³	29
^kw	kʷ	11
ìín$	ĩ ¹ ĩ ⁵	1
-	+	15
nd	ⁿd	1
^l	l	9
e	e ³	11
é$	e ⁵	4
^ch	tʃ	6
í	i ⁵	12
^v	β	11
l	l	6
ùún$	ũ ¹ ũ ⁵	2
è$	e ¹	4
è	e ¹	4
s	s	7
án$	ã ⁵	3
^i	i	13
ú	u ⁵	3
a$	a ³	21
o	o ³	9
ó	o ⁵	2
ty	tʲ	
àn$	ã ¹	1
ín$	ĩ ⁵	6
an$	ã ³	4
n$	n	7
ǐ$	i ¹⁵	2
e$	e ³	5
ù$	u ¹	2
ì$	i ¹	10
â	a ⁵¹	1
+	+	1
kw	kʷ	3
ún$	ũ ⁵	1
ǒ$	o ¹⁵	1
û	u ⁵¹	1
ìn$	ĩ ¹	2
^í	i ⁵	1
^ì	i ¹	4
é	e ⁵	2
^u	u ³	2
rr	rː	1
gw	gʷ	1
ǎ$	a ¹⁵	1
un$	ũ ³	2
uun$	ũ ³ ũ ³	1
^o	o ³	1
^p	p	1
ndy	ⁿdʲ	
^ndy	ⁿdʲ	
áan	ã ⁵ ã ³	
ûn$	ũ ⁵¹	
ùn$	ũ ¹	
^kue	kʷ e ³	
^kuè	kʷ e ¹	
^i	i ³	
