Grapheme	IPA	Frequency
^k	k	10
i	i	32
ȼ	ts	1
i$	i	28
^ⁿd	ⁿd	10
u	u	18
č	tʃ	3
^š	ʃ	2
t	t	16
o$	o	6
^ñ	ɲ	8
u̧	ũ	16
m	m	6
a̧$	ã	6
a	a	25
ʔ	ʔ	27
n	n	14
u̧$	ũ	16
^č	tʃ	5
-	+	21
đ	ð	9
a$	a	20
^kʷ	kʷ	6
^n	n	8
í̧	ĩ ⁵	1
í̧$	ĩ ⁵	1
x	x	2
u$	u	14
a̧	ã	12
i̧$	ĩ	13
^m	m	2
i̧	ĩ	4
^đ	ð	9
e	e	15
e$	e	9
^ƀ	β	5
s	s	4
kʷ	kʷ	5
k	k	6
r	ɾ	1
ƀ	β	16
^s	s	3
^ȼ	ts	1
^t	t	7
^ⁿz	ⁿz	1
^ⁿǰ	ⁿdʒ	5
^tn	tⁿ	4
^u	u	5
š	ʃ	4
^u̧	ũ	2
^i̧·	iː	1
ñ	ɲ	4
b	b	1
o	o	4
^ṣ̌ʳ	ʂʳ	1
y	j	2
ⁿǰ	ⁿdʒ	1
l	l	1
p	p	1
ṣ̌	ʂ	1
^y	j	6
^ž	ʒ	4
^i	i	5
w	w	1
ř	r	1
^a	a	1
ʳk	r k	1
^í̧í̧$	ĩ ⁵ ĩ ⁵	1
^ⁿč	ⁿtʃ	1
^i̧	ĩ	1
tn	tⁿ	
