Grapheme	IPA	Frequency
^k	k	20
ī	i ³	4
t	t	24
ī$	i ³	6
i	i	26
i$	i	23
^s	s	18
s	s	8
ì$	i ¹	6
^ⁿd	ⁿd	17
ū	u ³	8
č	tʃ	9
u	u	16
^x	x	7
o$	o	7
^ñ	ɲ	10
u̧	ũ	15
m	m	8
a̧$	ã	10
^č	tʃ	2
ì	i ¹	6
a	a	17
ʔ	ʔ	46
n	n	15
u̧$	ũ	19
a$	a	14
^u	u	5
w	w	2
^t	t	16
ū̧	ũ ³	1
ū̧$	ũ ³	5
^kʷ	kʷ	11
e	e	8
^n	n	8
i̧	ĩ	10
ñ	ɲ	10
i̧$	ĩ	17
a̧	ã	7
^ƀ	β	10
í	i ⁵	1
l	l	3
ú$	u ⁵	1
è	e ¹	2
ē$	e ³	5
ē	e ³	3
e$	e	10
^ž	ʒ	22
ā	a ³	6
ā$	a ³	7
-	+	9
x	x	7
ī̧$	ĩ ³	2
k	k	13
ù	u ¹	6
^i	i	3
u$	u	11
à	a ¹	7
ƀ	β	6
v	β	6
^ī	i ³	5
ù$	u ¹	7
ž	ʒ	7
à$	a ¹	5
o	o	4
^u̧	ũ	3
N	n̥	8
^š	ʃ	2
^ù̧	ũ ¹	1
ù̧$	ũ ¹	2
ù̧	ũ ¹	3
$	NULL	2
^v	β	2
š	ʃ	4
^i̧	ĩ	2
á	a ⁵	2
í$	i ⁵	2
à̧$	ã ¹	1
ò	o ¹	3
ū$	u ³	4
^ì̧	ĩ ¹	1
ì̧$	ĩ ¹	1
ā̧$	ã ³	2
^ī̧ī̧$	ĩ ³ ĩ ³	1
ó	o ⁵	1
^ⁿȼ	ⁿts	1
ⁿd	ⁿd	1
^l	l	3
kʷ	kʷ	1
^r	ɾ	1
ᵑg	ⁿg	1
ō	o ³	2
ō$	o ³	1
é	e ⁵	1
ò$	o ¹	2
^ā	a ³	1
ṣ̌	ʂ	1
^ù	u ¹	1
ā̧	ã ³	1
ī̧	ĩ ³	1
