Grapheme	IPA	Frequency
^k	k	24
ɨ̄	ɨ ³	6
t	t	17
ɨ̄$	ɨ ³	8
ɨ	ɨ	9
ɨ$	ɨ	5
^s	s	21
ī	i ³	8
s	s	8
ī$	i ³	11
^ⁿd	ⁿd	22
ū	u ³	16
č	tʃ	7
u	u	16
i$	i	7
^x	x	9
i	i	12
o$	o	6
^ñ	ɲ	11
u̧	ũ	11
m	m	8
a̧$	ã	6
^č	tʃ	3
ì	i ¹	3
h	h	1
á	a ⁵	6
ʔ	ʔ	54
n	n	26
ū$	u ³	18
u̧$	ũ	15
ā	a ³	14
ā$	a ³	18
a	a	20
a$	a	10
^u	u	5
ƀ	β	8
^n	n	13
ú̧	ũ ⁵	1
ú̧$	ũ ⁵	4
^kʷ	kʷ	11
ɨ̧	ɨ̃	4
ñ	ɲ	13
^ž	ʒ	23
k	k	19
^y	j	14
e	e	6
N	n̥	14
a̧	ã	3
i̧$	ĩ	10
^ƀ	β	8
í	i ⁵	2
l	l	3
è	e ¹	3
ē$	e ³	7
^t	t	9
-	+	8
ē	e ³	7
é$	e ⁵	5
^m	m	2
x	x	9
ī̧$	ĩ ³	2
ī̧	ĩ ³	2
à$	a ¹	5
ɨ̀	ɨ ¹	1
ì$	i ¹	2
ȩ$	ẽ	1
^i	i	4
u$	u	12
y	j	10
o	o	6
à	a ¹	4
ɨ̀$	ɨ ¹	1
v	β	7
^ī	i ³	4
ò	o ¹	1
ō$	o ³	5
^u̧	ũ	3
ā̧$	ã ³	3
ù$	u ¹	6
^	NULL	5
ū̧	ũ ³	5
ū̧$	ũ ³	6
í̧	ĩ ⁵	2
í̧$	ĩ ⁵	3
i̧	ĩ	5
á$	a ⁵	2
^ū̧	ũ ³	1
ù̧$	ũ ¹	3
è$	e ¹	1
ž	ʒ	1
ò$	o ¹	4
^š	ʃ	3
^v	β	2
ù̧	ũ ¹	4
š	ʃ	4
e$	e	5
ú	u ⁵	2
í$	i ⁵	3
ɨ̧$	ɨ̃	3
kʷ	kʷ	2
é	e ⁵	2
ù	u ¹	4
ō	o ³	5
^ɨ̄	ɨ ³	1
ɨ̧̀$	ɨ̃ ⁵	1
^ī̧ī̧$	ĩ ³ ĩ ³	1
ú$	u ⁵	2
ⁿd	ⁿd	1
^l	l	5
ɨ́	ɨ ⁵	2
ɨ́$	ɨ ⁵	2
ɨ̧́$	ɨ̃ ⁵	1
ȩ̀$	ẽ ¹	1
ȩ̄$	ẽ ³	1
^i̧	ĩ	1
ȩ́	ẽ ⁵	1
^a	a	1
w	w	1
^ū	u ³	1
á̧	ã ⁵	3
ā̧	ã ³	1
á̧$	ã ⁵	2
^N	n̥	
