Grapheme	IPA	Frequency
^k	k	14
i	i	28
t	t	17
i$	i	26
^ⁿd	ⁿd	15
č	tʃ	7
^š	ʃ	9
ò	o ¹	3
ó$	o ⁵	2
^ñ	ɲ	10
i̧	ĩ	14
m	m	7
a̧$	ã	8
a	a	23
ʔ	ʔ	34
n	n	13
u̧$	ũ	12
^l	l	6
a$	a	16
^ʔ	ʔ	15
o	o	13
ƀ	β	7
^kʷ	kʷ	8
^n	n	4
ī̧	ĩ ³	1
ǐ̧$	ĩ ¹⁵	1
o$	o	12
a̧	ã	11
i̧$	ĩ	10
^m	m	1
^θ	θ	7
e	e	8
e$	e	8
ā	a ³	2
-	+	21
k	k	12
á	a ⁵	2
á$	a ⁵	3
^ƀ	β	4
š	ʃ	8
ì	i ¹	10
à$	a ¹	2
θ	θ	7
í$	i ⁵	2
u̧	ũ	12
^ž	ʒ	14
u	u	7
u$	u	3
v	β	6
ì$	i ¹	2
ü	ʉ	6
ž	ʒ	5
ü$	ʉ	5
ù̧	ũ ¹	6
à̧$	ã ¹	1
^t	t	13
ī̧$	ĩ ³	1
à̧	ã ¹	1
ù̧$	ũ ¹	2
^č	tʃ	3
ñ	ɲ	7
ì̧$	ĩ ¹	2
w	w	1
o̧	õ	1
ⁿd	ⁿd	3
ǐ$	i ¹⁵	1
θʸ	θʲ	1
^v	β	2
kʷ	kʷ	5
à	a ¹	1
ā$	a ³	2
ǘ	ʉ ⁵	1
ǚ$	ʉ ¹⁵	1
ī	i ³	1
^s	s	1
ù	u ¹	2
ǔ$	u ¹⁵	1
h	h	1
ó	o ⁵	1
ō$	o ³	1
ǎ$	a ¹⁵	1
ú̧$	ũ ⁵	1
