Grapheme	IPA	Frequency
^k	k	36
i	i ³	43
t	t	28
i$	i ³	30
^t	t	21
o	o ³	13
k	k	34
o$	o ³	8
^y	ʒ	30
a	a ³	38
à$	a ¹	33
^x	ʂ	10
x	ʂ	9
ì$	i ¹	25
ì	i ¹	20
ch	tʃ	10
^n	n	33
d	ð	23
a$	a ³	23
^ch	tʃ	6
á$	a ⁵	11
u	u ³	46
^j	h	15
^ñ	ɲ	15
ñ	ɲ	15
ù$	u ¹	17
m	m	10
á	a ⁵	16
'	ʔ	63
n	n	22
ú$	u ⁵	8
^l	l	10
-	+	17
s	s	9
y	ʒ	14
^u	u ³	9
w	β	2
v	β	13
^tn	tⁿ	6
tn	tⁿ	
u$	u ³	16
ú	u ⁵	4
è	e ¹	7
ìn$	ĩ ¹	5
an	ã ³	2
^v	β	9
í	i ⁵	18
l	l	5
à	a ¹	12
^s	s	15
ò$	o ¹	13
é	e ⁵	5
j	h	8
in$	ĩ ³	4
an$	ã ³	2
^i	i ³	15
è$	e ¹	4
ù	u ¹	14
í$	i ⁵	8
e	e ³	6
ò	o ¹	1
en$	ẽ	1
n$	n	5
uùn$	ũ ³ ũ ¹	1
ùun$	ũ ¹ ũ ³	1
^m	m	2
e$	e ³	7
kua	kʷ a ³	3
un$	ũ ³	1
ǒ$	o ¹⁵	1
ó$	o ⁵	2
nd	ⁿd	2
^nd	ⁿd	2
$	NULL	1
àn$	ã ¹	2
é$	e ⁵	3
ín$	ĩ ⁵	2
^a	a ³	2
ó	o ⁵	2
^o	o ³	1
án$	ã ⁵	1
^kuè	kʷ e ¹	
^kue	kʷ e ³	
^kué	kʷ e ⁵	
^kuí	kʷ i ⁵	
^kuá	kʷ a ⁵	
^kui	kʷ i ³	
^kuáán$	kʷ ã ⁵ ã ⁵	
^tio	tʲ o ³	
^tió	tʲ o ⁵	
^tia	tʲ a ³	
ùn$	ũ ¹	
in$	ĩ ¹	
