Grapheme	IPA	Frequency
^k	k	13
ī	i ³	5
s	s	7
ì$	i ¹	5
i	i	26
i$	i	26
^đ	ð	12
đ	ð	7
ī$	i ³	5
^ⁿd	ⁿd	11
u	u	13
č	tʃ	4
a	a	18
m	m	9
a$	a	13
^ñ	ɲ	8
u̧	ũ	10
a̧$	ã	8
ʔ	ʔ	30
n	n	13
u̧$	ũ	12
^s	s	10
-	+	15
l	l	1
^n	n	3
i̧	ĩ	4
i̧$	ĩ	10
ⁿd	ⁿd	1
o	o	5
t	t	16
e	e	10
e$	e	6
ā	a ³	6
a̧	ã	2
^č	tʃ	8
u$	u	8
è	e ¹	1
ē$	e ³	2
à̧$	ã ¹	3
^ƀ	β	9
ì	i ¹	5
š	ʃ	5
ī̧$	ĩ ³	2
^ž	ʒ	9
ù	u ¹	7
ā$	a ³	5
ƀ	β	8
kʷ	kʷ	4
^kʷ	kʷ	9
à$	a ¹	2
^t	t	7
^ⁿs	ⁿs	3
^u̧	ũ	3
ù$	u ¹	2
^tn	tⁿ	1
tn	tⁿ	
ī̧	ĩ ³	1
i̧ⁿ$	ĩ	1
y	j	1
k	k	7
ñ	ɲ	4
à	a ¹	8
^š	ʃ	2
o$	o	4
$	NULL	3
^y	j	7
^ī	i ³	2
ū$	u ³	3
ē	e ³	1
^tʸ	tʲ	2
ū	u ³	2
^ì̧	ĩ ¹	1
ì̧$	ĩ ¹	1
^ī̧ī̧$	ĩ ³ ĩ ³	1
í$	i ⁵	1
^i	i	2
á$	a ⁵	2
ō	o ³	1
ò$	o ¹	3
^i̧	ĩ	2
^u	u	3
ɡ	g	1
ò	o ¹	1
^ù	u ¹	1
^a̧	ã	1
ā̧	ã ³	1
ū̧	ũ ³	1
ū̧$	ũ ³	1
à̧	ã ¹	1
á̧$	ã ⁵	1
