Grapheme	IPA	Frequency
^k	k	13
ɨ	ɨ	14
t	t	10
ɨ$	ɨ	10
^ⁿd	ⁿd	15
u	u	22
tʸ	tʲ	10
i$	i	12
^č	tʃ	9
i	i	18
o$	o	7
^ñ	ɲ	6
u̧	ũ	14
m	m	8
a̧$	ã	11
a	a	30
ʔ	ʔ	36
n	n	4
u̧$	ũ	17
^s	s	11
a$	a	26
^u	u	5
ƀ	β	15
^kʷ	kʷ	7
^n	n	3
ɨ̧	ɨ̃	5
ñ	ɲ	19
ɨ̧$	ɨ̃	6
^š	ʃ	3
k	k	11
^y	j	17
a̧	ã	6
i̧$	ĩ	17
e	e	5
e$	e	5
^t	t	10
-	+	10
y	j	8
^ƀ	β	7
č	tʃ	10
s	s	5
^i	i	3
u$	u	12
o	o	5
^u̧	ũ	2
^tʸ	tʲ	4
i̧	ĩ	4
^o̧	õ	1
o̧$	õ	4
^m	m	1
^ⁿdʸ	ⁿdʲ	3
š	ʃ	3
^i̧	ĩ	2
^r	ɾ	1
o̧	õ	3
+	+	1
ⁿdʸ	ⁿdʲ	1
kʷ	kʷ	2
^k°	kʷ	1
^l	l	1
l	l	1
^a	a	1
^a̧	ã	1
w	w	1
