Grapheme	IPA	Frequency
^k	k	11
i	i	28
t	t	18
i$	i	26
^ⁿd	ⁿd	16
u	u	8
č	tʃ	5
u$	u	4
^š	ʃ	9
o$	o	13
^y	j	1
i̧	ĩ	12
m	m	7
a̧$	ã	5
a	a	18
ʔ	ʔ	36
n	n	16
u̧$	ũ	14
^l	l	1
a$	a	18
^ʔ		13
e	e	12
ƀ	β	8
^kʷ	kʷ	7
à	a ¹	4
^n	n	4
ì̧	ĩ ¹	1
ì̧$	ĩ ¹	2
^s	s	4
ò$	o ¹	2
^ñ	ɲ	9
a̧	ã	12
i̧$	ĩ	11
^m	m	1
^h	h	7
ž	ʒ	10
ì	i ¹	13
-	+	20
e$	e	7
^ƀ	β	4
š	ʃ	6
k	k	8
h	h	6
ì$	i ¹	7
ù̧	ũ ¹	3
^ž	ʒ	14
s	s	4
à̧	ã ¹	2
à̧$	ã ¹	3
v	β	4
A	ḁ	1
kʷ	kʷ	5
ü	ʉ	3
ü$	ʉ	3
o	o	12
^t	t	16
ô̧	õ ⁵¹	2
^č	tʃ	4
u̧	ũ	8
ù̧$	ũ ¹	1
ñ	ɲ	7
ā	a ³	1
á̧$	ã ⁵	2
í	i ⁵	1
^v	β	2
x	x	1
^tʸ	tʲ	1
ā$	a ³	1
ā̧	ã ³	1
ò	o ¹	3
ⁿdʸ	ⁿdʲ	1
ú	u ⁵	1
ū	u ³	1
ī̧	ĩ ³	1
í̧$	ĩ ⁵	1
tʸ	tʲ	1
^lʸ	lʲ	1
á	a ⁵	1
á$	a ⁵	1
ō	o ³	1
ū̧	ũ ³	1
à$	a ¹	2
í$	i ⁵	1
ō̧	õ ³	1
ō̧$	õ ³	1
