Grapheme	IPA	Frequency
^k	k	7
i	i	19
t	t	10
i$	i	24
^ⁿd	ⁿd	10
u	u	12
č	tʃ	3
^š	ʃ	6
o$	o	6
^ñ	ɲ	8
u̧	ũ	11
m	m	5
a̧$	ã	5
a	a	16
ʔ	ʔ	22
n	n	7
u̧$	ũ	12
^l	l	3
a$	a	18
i̧	ĩ	4
i̧$	ĩ	9
x	x	1
a̧	ã	6
^ƀ	β	5
lʸ	lʲ	1
u$	u	9
^s	s	6
e	e	7
e$	e	5
ɨ	ɨ	5
ɨ$	ɨ	2
š	ʃ	8
^n	n	2
^ž	ʒ	14
šʸ	ʃʲ	1
à$	a ¹	1
^i	i	3
ƀ	β	10
s	s	2
^kʷ	kʷ	5
o	o	4
^u̧	ũ	3
^t	t	6
^č	tʃ	3
ñ	ɲ	3
^sʸ	sʲ	1
w	w	1
^ⁿǰ	ⁿdʒ	1
k	k	5
^tʸ	tʲ	1
-	+	4
r	ɾ	2
^h	h	2
^o	o	1
tʸ	tʲ	1
^u	u	3
^i̧	ĩ	1
kʷ	kʷ	2
