Grapheme	IPA	Frequency
-	+	6
¹	¹	15
¹$	¹	25
²$	²	27
²	²	19
³	³	110
³$	³	76
³¹$	³¹	5
³²$	³²	33
³²	³²	2
⁴$	⁴	20
⁴	⁴	15
⁴³$	⁴³	9
⁵$	⁵	19
⁵	⁵	1
a	a	93
^a	a	5
^cn	c n	
e	e	39
an	ə̃	35
g	g	3
j	ɦ	79
i	i	101
in	ĩ	
^y	j	21
y	j	10
^yy	jː	3
k	k	36
^k	k	26
^kk	kː	
^kkw	kːʷ	
kw	kʷ	9
^kw	kʷ	5
l	l	4
^l	l	3
^m	m	4
m	m	7
^mm	mː	2
n	n	54
^n	n	18
^nn	nː	11
nn	nː	1
^nd	ⁿd	1
^ng	ⁿg	
o	o	36
^r	ɾ	10
r	ɾ	19
^s	s	12
s	s	7
^x	ʃ	1
^t	t	21
t	t	21
^tt	tː	
^ts	ts	2
ts	ts	1
^ch	tʃ	50
ch	tʃ	9
^cch	tʃː	
chr	ʈʂ	4
^chr	ʈʂ	
^cchr	ʈʂː	
u	u	64
^u	u	2
un	ũ	
h	ʔ	86
^h	ʔ	3
b	β	18
^b	β	7
^bb	βː	
