Grapheme	IPA	Frequency
^k	k	39
i	i	158
³	³	129
t	t	39
⁴	⁵	126
$	NULL	201
i$	i	20
^t	t	35
o	o	39
¹	¹	130
k	k	36
^y	j	48
a	a	142
^	NULL	31
x	ʃ	33
²	²	51
ch	tʃ	12
^ch	tʃ	
^s	s	27
^nd	ⁿd	38
nd	ⁿd	
u	u	109
^ⁿd	ⁿd	16
č	tʃ	4
ʔ$	ʔ	1
^i	i	32
s	s	28
o$	o	8
^ñ	ɲ	13
ñ	ɲ	19
m	m	20
u̧	ũ	19
a̧$	ã	10
n	n	63
'	ʔ	52
ʔ	ʔ	32
u̧$	ũ	25
a$	a	22
^u	u	13
b	β	27
^b	β	
w	β	27
^kʷ	kʷ	7
ì̧	ĩ ¹	1
í̧$	ĩ ⁵	1
^ṣ	ʂ	2
u$	u	15
a̧	ã	6
i̧$	ĩ	21
^m	m	5
i̧	ĩ	8
e	e	25
e$	e	7
-	+	16
^w	β	8
š	ʃ	6
ì	i ¹	1
í$	i ⁵	1
y	j	10
^u̧	ũ	3
^č	tʃ	2
^p	p	3
l	l	5
^ỹ	j̃	1
ỹ	j̃	2
^š	ʃ	2
ṣ	ʂ	2
ⁿd	ⁿd	1
kʷ	kʷ	3
j	x	1
^i̧	ĩ	2
^l	l	2
^a	a	2
^a̧	ã	1
^tio	tʲ o	
^tia	tʲ a	
¹⁴	¹⁵	
^is¹	i ¹ s	
^kw	kʷ	
kw	kʷ	
un¹$	ũ ¹	
un⁴$	ũ ⁵	
un²$	ũ ²	
un³$	ũ ³
in³$	ĩ ³	
an⁴$	ã ⁵	
³²	³²	
²⁴	²⁵	
in²⁴$	ĩ ²⁵	
'¹	¹ ʔ	
'³	³ ʔ	
'⁴	⁵ ʔ	
'¹⁴	¹⁵ ʔ	
an³$	ã ³	
in³$	ĩ ³	
in¹$	ĩ ¹	
in⁴$	ĩ ⁵	
an²$	ã ²	
