Grapheme	IPA	Frequency
^k	k	31
i	i ³	31
ts	ts	17
ǐ$	i ¹⁵	20
^tsiò	tsʲ o ¹	2
k	k	27
ó$	o ⁵	2
^y	j	22
à	a ¹	14
j	h	42
ǎ$	a ¹⁵	13
^x	ʃ	24
x	ʃ	20
i$	i ³	12
^ch	tʃ	7
ì	i ¹	32
ch	tʃ	13
í$	i ⁵	5
^s	s	9
t	t	28
^n	n	30
s	s	8
a$	a ³	16
u	u ³	22
o$	o ³	8
^ñ	ɲ	6
ù	u ¹	12
ñ	ɲ	14
ǔ$	u ¹⁵	7
^ì	i ¹	7
m	m	7
ìn$	ĩ ¹	3
á	a ⁵	10
'	ʔ	51
n	n	13
u$	u ³	8
a	a ³	24
à$	a ¹	15
^ò	o ¹	5
v	β	13
^a	a ³	1
^t	t	9
ǔn$	ũ ¹⁵	2
y	j	8
ì$	i ¹	11
in$	ĩ ³	7
î$	i ⁵¹	3
ú	u ⁵	3
ùún$	ũ ¹ ũ ⁵	1
^ts	ts	11
è	e ¹	5
e$	e ³	5
^tsiǎ	tsʲ a ¹⁵	1
^v	β	8
ǒ$	o ¹⁵	12
-	+	9
e	e ³	3
é$	e ⁵	2
^i	i ³	11
ǎn$	ã ¹⁵	3
^u	u ³	2
û$	u ⁵¹	5
è$	e ¹	3
ò	o ¹	8
o	o ³	12
ú$	u ⁵	2
â$	a ⁵¹	5
ǎ	a ¹⁵	3
ân$	ã ⁵¹	1
ě$	e ¹⁵	1
ǒ	o ¹⁵	2
n$	n	4
í	i ⁵	4
ǐn$	ĩ ¹⁵	7
ù$	u ¹	7
^tsià	tsʲ a ¹	2
á$	a ⁵	2
^ù	u ¹	3
^í	i ⁵	2
ǐ	i ¹⁵	2
é	e ⁵	4
^m	m	2
ǔ	u ¹⁵	3
î	i ⁵¹	1
un$	ũ ³	2
an$	ã ³	2
kuá	kʷ a ⁵	2
^kuá	kʷ a ⁵	
ún$	ũ ⁵	1
nt	ⁿd	1
ìín$	ĩ ¹ ĩ ⁵	1
ô$	o ⁵¹	1
nts	ⁿts	1
^kiá	kʲ a ⁵	1
kuà	kʷ a ¹	1
^kua	kʷ a ³	
$	NULL	1
^l	l	5
l	l	2
àn$	ã ¹	1
^tsiá	tsʲ a ⁵	1
^à	a ¹	1
ò$	o ¹	1
uun$	ũ ³ ũ ³	1
nch	ⁿtʃ	
^nch	ⁿtʃ	
^nt	ⁿd	
^nts	ⁿts	
^ntsia	ⁿtsʲ a ³	
ntsiǎ	ⁿtsʲ a ¹⁵	
tsiâ	tsʲ a ⁵¹	
^kiá	kʲ a ⁵	
tsié	tsʲ e ⁵	
tsie	tsʲ e ³	
^kué	kʷ e ⁵	
^kuè	kʷ e ¹	
^kuí	kʷ i ⁵	
^kui	kʷ i ³	
ùn$	ũ ¹	
kuǐ	kʷ i ¹⁵	
în$	ĩ ⁵¹	
