Grapheme	IPA	Frequency
^k	k	18
i	i	33
t	t	16
i$	i	35
^ⁿd	ⁿd	15
u	u	20
tʸ	tʲ	10
^č	tʃ	12
o$	o	8
^ñ	ɲ	10
u̧	ũ	15
m	m	10
a̧$	ã	9
^t	t	14
ī	i ³	2
ȼ	ts	4
ī$	i ³	3
á	a ⁵	2
ʔ	ʔ	49
n	n	14
ū$	u ³	3
a	a	30
u̧$	ũ	15
^s	s	15
a$	a	22
^u	u	4
ƀ	β	14
^kʷ	kʷ	13
^n	n	7
i̧	ĩ	9
i̧$	ĩ	17
u$	u	14
a̧	ã	7
^ƀ	β	10
í	i ⁵	2
l	l	2
ú$	u ⁵	4
è	e ¹	1
ē$	e ³	2
e	e	6
e$	e	6
^y	j	24
ā	a ³	3
á$	a ⁵	4
à	a ¹	10
ǎ$	a ¹⁵	4
-	+	13
ì	i ¹	6
č	tʃ	10
k	k	16
à$	a ¹	7
s	s	5
^i	i	3
ǐ$	i ¹⁵	3
y	j	2
i᷅	i ⁵³	1
ā$	a ³	6
o	o	7
^u̧	ũ	3
ù	u ¹	5
î̧	ĩ ⁵¹	1
í̧$	ĩ ⁵	1
^tʸ	tʲ	7
^ù̧	ũ ¹	1
ù̧$	ũ ¹	1
^ī	i ³	1
ñ	ɲ	5
^m	m	2
î	i ⁵¹	1
í$	i ⁵	1
^ⁿdʸ	ⁿdʲ	7
^š	ʃ	4
ù̧	ũ ¹	2
ū̧$	ũ ³	4
ì$	i ¹	2
š	ʃ	5
^i̧	ĩ	3
ē	e ³	1
ⁿd	ⁿd	2
ǔ	u ¹⁵	1
ò	o ¹	3
ó$	o ⁵	4
^ž	ʒ	1
ū	u ³	5
^ȼ	ts	1
ǎ	a ¹⁵	1
^ì̧	ĩ ¹	1
ì̧$	ĩ ¹	1
^ī̧ī̧$	ĩ ³ ĩ ³	1
ù$	u ¹	2
ⁿdʸ	ⁿdʲ	1
kʷ	kʷ	3
ō	o ³	1
^ù	u ¹	1
v	β	1
^ⁿz	ⁿz	1
^l	l	1
^a	a	1
w	w	1
â	a ⁵¹	1
ò$	o ¹	1
^a̧	ã	1
ā̧	ã ³	1
á̧$	ã ⁵	1
ī̧	ĩ ³	1
á̧	ã ⁵	1
à̧$	ã ¹	1
ǔ̧	ũ ¹⁵	
^kui	kʷ i	
