Grapheme	IPA	Frequency
^nd	ⁿd	14
ī	i ³	7
v	β	9
í$	i ⁵	10
^k	k	14
í	i ⁵	8
t	t	19
i$	i ¹	17
^x	h	16
i	i ¹	23
x	h	7
^t	t	15
ch	tʃ	7
a	a ¹	19
a$	a ¹	17
k	k	11
ú	u ⁵	5
u$	u ¹	9
^ñ	ɲ	8
m	m	6
sh	ʃ	2
ī$	i ³	14
^n	n	7
á	a ⁵	15
h	ʔ	32
n	n	16
ū$	u ³	5
^l	l	3
ā	a ³	16
ā$	a ³	17
^y	ʒ	13
^s	s	4
o$	o ¹	7
^ch	tʃ	3
ó$	o ⁵	2
y	ʒ	9
u	u ¹	8
s	s	4
^ū	u ³	1
ū	u ³	6
ú$	u ⁵	3
^u	u ¹	6
^kw	kʷ	7
e	e ¹	2
e$	e ¹	3
-	+	7
o	o ¹	4
ō$	o ³	3
^sh	ʃ	2
á$	a ⁵	9
an$	ã ¹	1
un$	ũ ¹	2
íin$	ĩ ⁵ ĩ ¹	1
^ī	i ³	3
^v	β	6
^í	i ⁵	2
ē	e ³	1
ē$	e ³	1
ún$	ũ ⁵	2
iín$	ĩ ¹ ĩ ⁵	1
^i	i ¹	3
n$	n	2
ó	o ⁵	3
ñ	ɲ	3
l	l	1
ō	o ³	1
kw	kʷ	2
^a	a ¹	1
^o	o ¹	1
ūn$	ũ ³	1
ūūn$	ũ ³ ũ ³	1
án$	ã ⁵	1
^ky	kʲ	
^xy	hʲ	
^kwy	kʷʲ	
ky	kʲ	
in$	ĩ ¹	
īn$	ĩ ³	
