Grapheme	IPA	Frequency
^k	k	11
i	i	27
t	t	10
i$	i	24
^ⁿd	ⁿd	12
u	u	18
č	tʃ	8
^ṣ̌	ʂ	4
o$	o	9
^ñ	ɲ	7
u̧	ũ	10
m	m	7
a̧$	ã	10
a	a	27
ʔ	ʔ	31
n	n	12
u̧$	ũ	12
^đ	ð	10
a$	a	25
^u	u	6
w	w	12
^kʷ	kʷ	8
^n	n	5
i̧	ĩ	14
ñ	ɲ	10
i̧$	ĩ	15
o̧	õ	6
o̧$	õ	6
^š	ʃ	2
a̧	ã	7
-	+	12
đ	ð	14
^ƀ	β	1
l	l	1
u$	u	18
^w	w	7
š̯	ɕ	2
kʷ	kʷ	3
^y	j	17
s	s	4
^i	i	5
y	j	6
e	e	7
e$	e	7
^t	t	8
o	o	7
^u̧	ũ	2
^s	s	3
^č	tʃ	2
^o̧	õ	1
^i̧	ĩ	3
ỹ	j̃	3
^m	m	2
ṣ̌	ʂ	1
^ⁿǰ	ⁿdʒ	4
k	k	8
^f	f	1
r̃	rː	1
^ȼ	ts	1
^ȼʸ	tsʲ	1
^ⁿz	ⁿz	1
ȩ	ẽ	2
ȩ$	ẽ	1
ⁿz	ⁿz	1
^tʸ	tʲ	1
ȼ	ts	3
^l	l	1
^a	a	1
š	ʃ	1
