Grapheme	IPA	Frequency
^k	k	7
ɨ	ɨ	7
t	t	6
ɨ$	ɨ	6
^ⁿd	ⁿd	9
u	u	12
tʸ	tʲ	7
i$	i	13
^č	tʃ	4
i	i	11
o$	o	4
^y	j	14
u̧	ũ	10
m	m	5
a̧$	ã	7
a	a	17
ʔ	ʔ	19
n	n	4
u̧$	ũ	13
^s	s	7
a$	a	16
^n	n	3
ɨ̧	ɨ̃	3
ñ	ɲ	11
ɨ̧̀$	ɨ̃ ⁵	2
x	x	1
^m	m	1
š	ʃ	3
u$	u	8
e	e	5
e$	e	5
^ƀ	β	4
č	tʃ	6
i̧$	ĩ	6
^i	i	3
ƀ	β	10
s	s	1
^kʷ	kʷ	6
o	o	2
^u̧	ũ	3
^t	t	4
a̧	ã	3
^tʸ	tʲ	2
i̧	ĩ	2
^ñ	ɲ	4
^o̧	õ	1
o̧$	õ	5
^č̯	tɕ	1
y	j	4
k	k	7
^r	ɾ	1
-	+	2
^ⁿdʸ	ⁿdʲ	2
^ṣ̌	ʂ	1
o̧	õ	2
^š	ʃ	2
^u	u	4
r̃	rː	1
ⁿd	ⁿd	1
ɨ̧$	ɨ̃	2
kʷ	kʷ	1
ɨ̧̀	ɨ̃ ¹	1
^i̧	ĩ	1
^l	l	1
l	l	1
^b	b	1
^a̧	ã	1
w	w	1
