ID	PARAMETER_ID	CONCEPT	DOCULECT	SUBGROUP	VALUE	FORM	TOKENS	IPA	COGIDS_BROAD	COGIDS_FINE	LATITUDE	LONGITUDE	SOURCE
20243	183_plain	PLAIN	PinotepaDonLuisMixtec	Mixtec	ⁿduʔƀa	ⁿduʔƀa	ⁿd u ʔ β a	ⁿduʔβa	537	537	16.42666	-97.97647	josserand1983mixtec
20245	1_animal	ANIMAL	SanSebastianTecomaxtlahuacaMixtec	Mixtec	kítʸì	kítʸì	k i ⁵ tʲ i ¹	ki⁵tʲi¹	2	2	17.34568	-98.0312	josserand1983mixtec
20246	175_lightning	LIGHTNING	TlahuapaMixtec	Mixtec	kaxan	kaxan	k a ³ ʃ ã ³	ka³ʃã³	388	388K	17.37553	-98.33826	reyes-basurto2020tlahuapa
20247	96_stoneorrock	STONE OR ROCK	PinotepaDonLuisMixtec	Mixtec	yuu	yuu	j u u	juu	710	710	16.42666	-97.97647	josserand1983mixtec
20249	9_bird	BIRD	SanSebastianTecomaxtlahuacaMixtec	Mixtec	laa	laa	l a a	laa	49	49L	17.34568	-98.0312	josserand1983mixtec
20250	53_man	MAN	SanJuanTeitaMixtec	Mixtec	te-šii	te-šii	t e + ʃ i i	te+ʃii	385 408	385 408	17.1542	-97.3899	josserand1983mixtec
20251	109_water	WATER	TlahuapaMixtec	Mixtec	tìkwíi	tì-kwíi	t i ¹ + kʷ i ⁵ i ³	ti¹+kʷi⁵i³	222 400	222 400	17.37553	-98.33826	reyes-basurto2020tlahuapa
20252	127_cotton	COTTON	PinotepaDonLuisMixtec	Mixtec	kati	kati	k a t i	kati	157	157	16.42666	-97.97647	josserand1983mixtec
20254	166_frog	FROG	SanSebastianTecomaxtlahuacaMixtec	Mixtec	lava	lava	l a β a	laβa	263	263L	17.34568	-98.0312	josserand1983mixtec
20255	79_priest	PRIEST	SanJuanTeitaMixtec	Mixtec	đutu	đutu	ð u t u	ðutu	568	568	17.1542	-97.3899	josserand1983mixtec
20256	82_rainprecipitation	RAIN (PRECIPITATION)	TlahuapaMixtec	Mixtec	sàví	sàví	s a ¹ β i ⁵	sa¹βi⁵	586	586	17.37553	-98.33826	reyes-basurto2020tlahuapa
20257	178_iron	IRON	PinotepaDonLuisMixtec	Mixtec	tu̧ni̧	tu̧ni̧	t ũ n ĩ	tũnĩ	369	369	16.42666	-97.97647	josserand1983mixtec
20259	146_river	RIVER	TlahuapaMixtec	Mixtec	ìta	ìta	i ¹ t a ³	i¹ta³	607	607	17.37553	-98.33826	reyes-basurto2020tlahuapa
20260	122_beeswax	BEESWAX	PinotepaDonLuisMixtec	Mixtec	yu̧ma̧	yu̧ma̧	j ũ m ã	jũmã	33	33	16.42666	-97.97647	josserand1983mixtec
20262	207_hawk	HAWK	SanSebastianTecomaxtlahuacaMixtec	Mixtec	ša̧ʔa̧	ša̧ʔa̧	ʃ ã ʔ ã	ʃãʔã	1045	1045	17.34568	-98.0312	josserand1983mixtec
20263	197_tooth	TOOTH	SanJuanTeitaMixtec	Mixtec	nu̧ʔu̧	nu̧ʔu̧	n ũ ʔ ũ	nũʔũ	785	785	17.1542	-97.3899	josserand1983mixtec
20264	24_dew	DEW	TlahuapaMixtec	Mixtec	kaxin	kaxin	k a ³ ʃ ĩ ³	ka³ʃĩ³	168	168	17.37553	-98.33826	reyes-basurto2020tlahuapa
20265	62_mud	MUD	PinotepaDonLuisMixtec	Mixtec	ⁿdaʔyu	ⁿdaʔyu	ⁿd a ʔ j u	ⁿdaʔju	449	449	16.42666	-97.97647	josserand1983mixtec
20267	89_scorpion	SCORPION	SanSebastianTecomaxtlahuacaMixtec	Mixtec	či-su̧ʔma̧	či-su̧ʔma̧	tʃ i + s ũ ʔ m ã	tʃi+sũʔmã	9 635	9 635	17.34568	-98.0312	josserand1983mixtec
20268	69_nose	NOSE	SanJuanTeitaMixtec	Mixtec	điNni̧	điNni̧	ð i n̥ n ĩ	ðin̥nĩ	496	496	17.1542	-97.3899	josserand1983mixtec
20269	60_mountainorhill	MOUNTAIN OR HILL	TlahuapaMixtec	Mixtec	ko'nto	ko'ndo	k o ³ ʔ ⁿd o ³	ko³ʔⁿdo³	441	441	17.37553	-98.33826	reyes-basurto2020tlahuapa
20270	165_foam	FOAM	PinotepaDonLuisMixtec	Mixtec	tu̧ñu̧	tu̧ñu̧	t + ũ ɲ ũ	t+ũɲũ	9 250	9 250	16.42666	-97.97647	josserand1983mixtec
20271	179_net	NET	SanMartinDuraznosMixtec	Mixtec	ñu̧ñu̧	ñu̧ñu̧	ɲ ũ ɲ ũ	ɲũɲũ	469	469	17.30502	-98.10188	josserand1983mixtec
20272	202_cockroach	COCKROACH	SanSebastianTecomaxtlahuacaMixtec	Mixtec	ⁿdi-ȼʸeʔe	ⁿdi-ȼʸeʔe	ⁿd i + tsʲ e ʔ e	ⁿdi+tsʲeʔe	35 59	35 59	17.34568	-98.0312	josserand1983mixtec
20273	205_fingernail	FINGERNAIL	SanJuanTeitaMixtec	Mixtec	Nni̧ñi̧	nni̧ñi̧	nː ĩ ɲ ĩ	nːĩɲĩ	237	237	17.1542	-97.3899	josserand1983mixtec
20274	183_plain	PLAIN	TlahuapaMixtec	Mixtec	yosó	yosó	j o ³ s o ⁵	jo³so⁵	535	535	17.37553	-98.33826	reyes-basurto2020tlahuapa
20275	83_red	RED	PinotepaDonLuisMixtec	Mixtec	kʷaʔa	kʷaʔa	kʷ a ʔ a	kʷaʔa	595	595	16.42666	-97.97647	josserand1983mixtec
20277	226_rat	RAT	SanSebastianTecomaxtlahuacaMixtec	Mixtec	tʸi̧i̧	tʸi̧i̧	tʲ ĩ ĩ	tʲĩĩ	444	444	17.34568	-98.0312	josserand1983mixtec
20278	172_intestines	INTESTINES	SanJuanTeitaMixtec	Mixtec	iti	iti	i t i	iti	367	367	17.1542	-97.3899	josserand1983mixtec
20279	96_stoneorrock	STONE OR ROCK	TlahuapaMixtec	Mixtec	yùú	yùú	j u ¹ u ⁵	ju¹u⁵	710	710	17.37553	-98.33826	reyes-basurto2020tlahuapa
20280	117_yellow	YELLOW	PinotepaDonLuisMixtec	Mixtec	kʷa̧a̧	kʷa̧a̧	kʷ ã ã	kʷãã	876	876	16.42666	-97.97647	josserand1983mixtec
20282	23_deer	DEER	SanSebastianTecomaxtlahuacaMixtec	Mixtec	ʔisa	ʔisa	i s u	isu	164	164	17.34568	-98.0312	josserand1983mixtec
20283	193_swelling	SWELLING	SanJuanTeitaMixtec	Mixtec	kʷi̧ñu̧	kʷi̧ñu̧	kʷ ĩ ɲ ũ	kʷĩɲũ	742	742	17.1542	-97.3899	josserand1983mixtec
20284	127_cotton	COTTON	TlahuapaMixtec	Mixtec	kàchí	kàchí	k a ¹ tʃ i ⁵	ka¹tʃi⁵	157	157	17.37553	-98.33826	reyes-basurto2020tlahuapa
20285	107_two	TWO	PinotepaDonLuisMixtec	Mixtec	uƀi	uƀi	u β i	uβi	811	811	16.42666	-97.97647	josserand1983mixtec
20287	213_squirrel	SQUIRREL	SanSebastianTecomaxtlahuacaMixtec	Mixtec	la-kʷa̧ñi̧	la-kʷa̧ñi̧	l a + kʷ ã ɲ ĩ	la+kʷãɲĩ	30 698	30 698	17.34568	-98.0312	josserand1983mixtec
20288	182_pimple	PIMPLE	SanJuanTeitaMixtec	Mixtec	ⁿdiʔi	ⁿdiʔi	ⁿd i ʔ i	ⁿdiʔi	529	529	17.1542	-97.3899	josserand1983mixtec
20289	178_iron	IRON	TlahuapaMixtec	Mixtec	kàà	kàà	k a ¹ a ¹	ka¹a¹	368	368	17.37553	-98.33826	reyes-basurto2020tlahuapa
20290	101_three	THREE	PinotepaDonLuisMixtec	Mixtec	u̧ni̧	u̧ni̧	ũ n ĩ	ũnĩ	771	771	16.42666	-97.97647	josserand1983mixtec
20292	47_hornanatomy	HORN (ANATOMY)	SanSebastianTecomaxtlahuacaMixtec	Mixtec	ⁿdíkì	ⁿdíkì	ⁿd i ⁵ k i ¹	ⁿdi⁵ki¹	350	350	17.34568	-98.0312	josserand1983mixtec
20293	198_urine	URINE	SanJuanTeitaMixtec	Mixtec	đeđe	đeđe	ð e ð e	ðeðe	826	826	17.1542	-97.3899	josserand1983mixtec
20294	72_paper	PAPER	TlahuapaMixtec	Mixtec	tutu	tutu	t u ³ t u	tu³tu	520	520	17.37553	-98.33826	reyes-basurto2020tlahuapa
20295	38_four	FOUR	PinotepaDonLuisMixtec	Mixtec	ku̧mi̧	ku̧mi̧	k ũ m ĩ	kũmĩ	260	260	16.42666	-97.97647	josserand1983mixtec
20297	164_feather	FEATHER	SanSebastianTecomaxtlahuacaMixtec	Mixtec	tu̧mi̧	tu̧mi̧	t ũ m ĩ	tũmĩ	227	227	17.34568	-98.0312	josserand1983mixtec
20298	223_trousers	TROUSERS	SanJuanTeitaMixtec	Mixtec	ṣ̌etu	ṣ̌etu	ʂ e t u	ʂetu	802	802	17.1542	-97.3899	josserand1983mixtec
20299	52_limematerial	LIME (MATERIAL)	TlahuapaMixtec	Mixtec	kaka	kaka	k a ³ k a ³	ka³ka³	399	399	17.37553	-98.33826	reyes-basurto2020tlahuapa
20300	35_five	FIVE	PinotepaDonLuisMixtec	Mixtec	u̧ʔu̧	u̧ʔu̧	ũ ʔ ũ	ũʔũ	244	244	16.42666	-97.97647	josserand1983mixtec
20302	105_tree	TREE	SanSebastianTecomaxtlahuacaMixtec	Mixtec	ʔítò	ʔítò	i ⁵ t o ¹	i⁵to¹	799	799	17.34568	-98.0312	josserand1983mixtec
20303	210_post	POST	SanJuanTeitaMixtec	Mixtec	đi̧ʔi̧	đi̧ʔi̧	ð ĩ ʔ ĩ	ðĩʔĩ	387	387	17.1542	-97.3899	josserand1983mixtec
20304	92_six	SIX	PinotepaDonLuisMixtec	Mixtec	i̧ñu̧	i̧ñu̧	ĩ ɲ ũ	ĩɲũ	652	652	16.42666	-97.97647	josserand1983mixtec
20306	122_beeswax	BEESWAX	TlahuapaMixtec	Mixtec	yùmá	yùmá	j u ¹ m a ⁵	ju¹ma⁵	33	33	17.37553	-98.33826	reyes-basurto2020tlahuapa
20307	90_seven	SEVEN	PinotepaDonLuisMixtec	Mixtec	uča	uča	u tʃ a	utʃa	638	638	16.42666	-97.97647	josserand1983mixtec
20309	218_maguey	MAGUEY	SanSebastianTecomaxtlahuacaMixtec	Mixtec	žaƀi	žaƀi	ʒ a β i	ʒaβi	409	409	17.34568	-98.0312	josserand1983mixtec
20310	192_stool	STOOL	SanJuanTeitaMixtec	Mixtec	ti-teyu	ti-teyu	t i + t e j u	ti+teju	32 717	32 717	17.1542	-97.3899	josserand1983mixtec
20311	62_mud	MUD	TlahuapaMixtec	Mixtec	ndà'ì	ndà'ì	ⁿd a ¹ ʔ i ¹	ⁿda¹ʔi¹	449	449	17.37553	-98.33826	reyes-basurto2020tlahuapa
20312	28_eight	EIGHT	PinotepaDonLuisMixtec	Mixtec	u̧na̧	u̧na̧	ũ n ã	ũnã	207	207	16.42666	-97.97647	josserand1983mixtec
20313	178_iron	IRON	SanMartinDuraznosMixtec	Mixtec	tu̧ni̧	tu̧ni̧	t ũ n ĩ	tũnĩ	369	369	17.30502	-98.10188	josserand1983mixtec
20314	18_corn	CORN	SanSebastianTecomaxtlahuacaMixtec	Mixtec	nù̧nì̧	nù̧nì̧	n ũ ¹ n ĩ ¹	nũ¹nĩ¹	141	141	17.34568	-98.0312	josserand1983mixtec
20315	9_bird	BIRD	SanJuanTeitaMixtec	Mixtec	ti-đaa	ti-đaa	t i + ð a a	ti+ðaa	9 49	9 49	17.1542	-97.3899	josserand1983mixtec
20316	165_foam	FOAM	TlahuapaMixtec	Mixtec	chiñùn	chiñùn	tʃ + i ³ ɲ ũ ¹	tʃ+i³ɲũ¹	9 250	9 250	17.37553	-98.33826	reyes-basurto2020tlahuapa
20317	33_fifteen	FIFTEEN	PinotepaDonLuisMixtec	Mixtec	ča̧ʔu̧	ča̧ʔu̧	tʃ ã ʔ ũ	tʃãʔũ	234	234	16.42666	-97.97647	josserand1983mixtec
20319	163_dust	DUST	TlahuapaMixtec	Mixtec	yáka	yáka	j a ⁵ k a ³	ja⁵ka³	183	183	17.37553	-98.33826	reyes-basurto2020tlahuapa
20320	76_poor	POOR	PinotepaDonLuisMixtec	Mixtec	ⁿdaʔƀi	ⁿdaʔƀi	ⁿd a ʔ β i	ⁿdaʔβi	548	548	16.42666	-97.97647	josserand1983mixtec
20325	175_lightning	LIGHTNING	ChalcatongoHidalgoMixtec	Mixtec	taxa	taxa	t a ³ x a ³	ta³xa³	388	388	17.03226	-97.57074	macaulay1996grammar
20326	133_blame	BLAME	YucunaniMixtec	Mixtec	kuàchi	kuàchi	kʷ a ¹ tʃ i ³	kʷa¹tʃi³	61	61	17.300827	-97.893888	salazar2020yucunani
20330	96_stoneorrock	STONE OR ROCK	ChalcatongoHidalgoMixtec	Mixtec	žuù	žuù	ʒ u ³ u ¹	ʒu³u¹	710	710	17.03226	-97.57074	macaulay1996grammar
20331	221_music	MUSIC	YucunaniMixtec	Mixtec	yaà	yaà	j a ³ a ¹	ja³a¹	457	457	17.300827	-97.893888	salazar2020yucunani
20334	275_sweet	SWEET	SantaMariaZacatepecMixtec	Mixtec	ƀiši	ƀiši	β i ʃ i	βiʃi	735	735	16.7003	-97.9484	josserand1983mixtec
20335	117_yellow	YELLOW	ChalcatongoHidalgoMixtec	Mixtec	kʷãã́	kʷãã́	kʷ ã ³ ã ⁵	kʷã³ã⁵	876	876	17.03226	-97.57074	macaulay1996grammar
20336	53_man	MAN	YucunutiBenitoJuarezMixtec	Mixtec	taa	taa	t a a	taa	414	414	17.63409	-97.89151	josserand1983mixtec
20340	71_one	ONE	ChalcatongoHidalgoMixtec	Mixtec	ɨ́ɨ́	ɨ́ɨ́	ɨ ⁵ ɨ ⁵	ɨ⁵ɨ⁵	507	507	17.03226	-97.57074	macaulay1996grammar
20341	144_owner	OWNER	YucunutiBenitoJuarezMixtec	Mixtec	ʔes-toʔo	ʔes-toʔo	e s + t o ʔ o	es+toʔo	485 512	485 512	17.63409	-97.89151	josserand1983mixtec
20344	180_new	NEW	SantaMariaZacatepecMixtec	Mixtec	chaa	chaa	tʃ a a	tʃaa	476	476	16.7003	-97.9484	towne2011gramatica
20345	38_four	FOUR	ChalcatongoHidalgoMixtec	Mixtec	kũũ̀	kũũ̀	k ũ ³ ũ ³	kũ³ũ³	260	260	17.03226	-97.57074	macaulay1996grammar
20346	79_priest	PRIEST	YucunutiBenitoJuarezMixtec	Mixtec	huti	huti	h u t i	huti	568	568	17.63409	-97.89151	josserand1983mixtec
20349	236_loose	LOOSE	SantaMariaZacatepecMixtec	Mixtec	taya	taya	t a j a	taja	407	407	16.7003	-97.9484	josserand1983mixtec
20350	28_eight	EIGHT	ChalcatongoHidalgoMixtec	Mixtec	unà	unà	u ³ n a ¹	u³na¹	207	207	17.03226	-97.57074	macaulay1996grammar
20355	212_smallplural	SMALL (PLURAL)	ChalcatongoHidalgoMixtec	Mixtec	kʷáčí	kʷáčí	kʷ a ⁵ tʃ i ⁵	kʷa⁵tʃi⁵	669	669	17.03226	-97.57074	macaulay1996grammar
20356	69_nose	NOSE	YucunutiBenitoJuarezMixtec	Mixtec	hiti	hiti	h i t i	hiti	496	496	17.63409	-97.89151	josserand1983mixtec
20364	116_year	YEAR	ChalcatongoHidalgoMixtec	Mixtec	ndɨkɨ	ndɨkɨ	ⁿd ɨ ³ k ɨ ³	ⁿdɨ³kɨ³	873	873	17.03226	-97.57074	macaulay1996grammar
20365	184_pus	PUS	YucunutiBenitoJuarezMixtec	Mixtec	ⁿdako	ⁿdako	ⁿd a k o	ⁿdako	574	574	17.63409	-97.89151	josserand1983mixtec
20368	137_half	HALF	SantaMariaZacatepecMixtec	Mixtec	saƀa	saƀa	s a β a	saβa	314	314	16.7003	-97.9484	josserand1983mixtec
20369	70_nowortoday	NOW OR TODAY	ChalcatongoHidalgoMixtec	Mixtec	bína	bína	β i ⁵ n a ³	βi⁵na³	501	501A	17.03226	-97.57074	macaulay1996grammar
20372	115_workingorwork	WORKING OR WORK	SantaMariaZacatepecMixtec	Mixtec	ti²ɲu²	ti²ɲu²	t i ³ ɲ u ³	ti³ɲu³	870	870	16.7003	-97.9484	swanton2020observaciones
20373	21_day24hours	DAY (24 HOURS)	ChalcatongoHidalgoMixtec	Mixtec	kɨù	kɨù	k ɨ ³ u ¹	kɨ³u¹	163	163	17.03226	-97.57074	macaulay1996grammar
20374	223_trousers	TROUSERS	YucunutiBenitoJuarezMixtec	Mixtec	sati	sati	s a t i	sati	802	802	17.63409	-97.89151	josserand1983mixtec
20377	114_word	WORD	SantaMariaZacatepecMixtec	Mixtec	tu²ʔũ²¹	tu²ʔũ²¹	t u ³ ʔ ũ ³¹	tu³ʔũ³¹	863	863	16.7003	-97.9484	swanton2020observaciones
20378	115_workingorwork	WORKING OR WORK	ChalcatongoHidalgoMixtec	Mixtec	tĩũ	tĩũ	t ĩ ³ ũ ³	tĩ³ũ³	870	870	17.03226	-97.57074	macaulay1996grammar
20379	104_townorvillage	TOWN OR VILLAGE	YucunutiBenitoJuarezMixtec	Mixtec	ñu̧u̧	ñu̧u̧	ɲ ũ ũ	ɲũũ	794	794	17.63409	-97.89151	josserand1983mixtec
20382	162_dream	DREAM	SantaMariaZacatepecMixtec	Mixtec	ʧa²ni²	ʧa²ni²	tʃ a ³ n i ³	tʃa³ni³	177	177	16.7003	-97.9484	swanton2020observaciones
20383	110_when	WHEN	ChalcatongoHidalgoMixtec	Mixtec	nama	nama	n + a ³ m a ³	n+a³ma³	839 840	839 840	17.03226	-97.57074	macaulay1996grammar
20386	5_tortillabasket	TORTILLA BASKET	SantaMariaZacatepecMixtec	Mixtec	ndo'o	ndo'o	ⁿd o ʔ o	ⁿdoʔo	19	19	16.7003	-97.9484	towne2011gramatica
20388	192_stool	STOOL	YucunutiBenitoJuarezMixtec	Mixtec	tēì-kʷàʔá	tēì-kʷàʔá	t e ³ i ¹ + kʷ a ¹ ʔ a ⁵	te³i¹+kʷa¹ʔa⁵	717 397	717 397	17.63409	-97.89151	josserand1983mixtec
20389	88_salty	SALTY	SanAgustinAtenangoMixtec	Mixtec	ʔiʔʸa	ʔiʔʸa	i ʔʲ a	iʔʲa	628	628	17.61188	-98.01527	josserand1983mixtec
20390	37_foot	FOOT	AlcozaucaGuerreroMixtec	Mixtec	šaʔa	šaʔa	ʃ a ʔ a	ʃaʔa	258	258	17.3687	-98.3969	josserand1983mixtec
20391	183_plain	PLAIN	SantiagoCacaloxtepecMixtec	Mixtec	ⁿdaa	ⁿdaa	ⁿd a a	ⁿdaa	538	538	17.7248	-97.7637	josserand1983mixtec
20392	69_nose	NOSE	CoicoyanlasFloresMixtec	Mixtec	šìtí̧	šìtí̧	ʃ i ¹ t ĩ ⁵	ʃi¹tĩ⁵	496	496	17.27301	-98.27588	josserand1983mixtec
20395	131_ear	EAR	SantiagoApoalaMixtec	Mixtec	đoʔo	đoʔo	ð o ʔ o	ðoʔo	194	194	17.6143	-97.0657	josserand1983mixtec
20397	95_snake	SNAKE	YucunutiBenitoJuarezMixtec	Mixtec	kòò	kòò	k o ¹ o ¹	ko¹o¹	689	689	17.63409	-97.89151	josserand1983mixtec
20400	172_intestines	INTESTINES	SantiagoApoalaMixtec	Mixtec	šiti	šiti	ʃ i t i	ʃiti	367	367	17.6143	-97.0657	josserand1983mixtec
20405	193_swelling	SWELLING	SantiagoApoalaMixtec	Mixtec	kʷi̧ño̧	kʷi̧ño̧	kʷ ĩ ɲ õ	kʷĩɲõ	742	742	17.6143	-97.0657	josserand1983mixtec
20407	226_rat	RAT	YucunutiBenitoJuarezMixtec	Mixtec	tì-tì̧í̧	tì-tì̧í̧	t i + j o ⁵ t o ¹	ti+jo⁵to¹	9 445	9 445	17.63409	-97.89151	josserand1983mixtec
20410	49_house	HOUSE	SantiagoApoalaMixtec	Mixtec	weʔe	weʔe	w e ʔ e	weʔe	363	363	17.6143	-97.0657	josserand1983mixtec
20411	213_squirrel	SQUIRREL	ChalcatongoHidalgoMixtec	Mixtec	kʷa³ɲu²	kʷa³ɲu²	kʷ a ⁵ ɲ u ³	kʷa⁵ɲu³	698	698	17.03226	-97.57074	swanton2020observaciones
20412	213_squirrel	SQUIRREL	YucunutiBenitoJuarezMixtec	Mixtec	či-kʷi̧i̧	či-kʷi̧i̧	tʃ i + kʷ ĩ ĩ	tʃi+kʷĩĩ	9 698	9 698	17.63409	-97.89151	josserand1983mixtec
20415	1_animal	ANIMAL	SantiagoApoalaMixtec	Mixtec	kiti(tata)	kititata	k i t i + t a t a	kiti+tata	2 309	2 309	17.6143	-97.0657	josserand1983mixtec
20417	164_feather	FEATHER	YucunutiBenitoJuarezMixtec	Mixtec	tò̧mī̧	tò̧mī̧	t õ ¹ m ĩ ³	tõ¹mĩ³	227	227	17.63409	-97.89151	josserand1983mixtec
20420	207_hawk	HAWK	SantiagoApoalaMixtec	Mixtec	žaʔa	žaʔa	ʒ a ʔ a	ʒaʔa	1045	1045	17.6143	-97.0657	josserand1983mixtec
20422	112_wing	WING	YucunutiBenitoJuarezMixtec	Mixtec	ⁿdìsì	ⁿdìsì	ⁿd i ¹ s i ¹	ⁿdi¹si¹	853	853	17.63409	-97.89151	josserand1983mixtec
20424	45_hen	HEN	AlacatlatzalaMixtec	Mixtec	tì̧ú̧	tì̧ú̧	t ĩ ¹ ũ ⁵	tĩ¹ũ⁵	101	101	17.25	-98.58	durr1987preliminary
20425	89_scorpion	SCORPION	SantiagoApoalaMixtec	Mixtec	ⁿdi-đu̧ʔma̧	ⁿdi-đu̧ʔma̧	ⁿd i + ð ũ ʔ m ã	ⁿdi+ðũʔmã	35 635	35 635	17.6143	-97.0657	josserand1983mixtec
20427	150_tail	TAIL	YucunutiBenitoJuarezMixtec	Mixtec	ⁿdoʔo	ⁿdoʔo	ⁿd o ʔ o	ⁿdoʔo	748	748	17.63409	-97.89151	josserand1983mixtec
20430	202_cockroach	COCKROACH	SantiagoApoalaMixtec	Mixtec	ⁿdi-đi̧ñu̧	ⁿdi-đi̧ñu̧	ⁿd i + ð ĩ ɲ ũ	ⁿdi+ðĩɲũ	35 126	35 126	17.6143	-97.0657	josserand1983mixtec
20432	105_tree	TREE	YucunutiBenitoJuarezMixtec	Mixtec	žito	žito	ʒ i t o	ʒito	799	799	17.63409	-97.89151	josserand1983mixtec
20435	213_squirrel	SQUIRREL	SantiagoApoalaMixtec	Mixtec	kʷa̧ñu̧	kʷa̧ñu̧	kʷ ã ɲ ũ	kʷãɲũ	698	698	17.6143	-97.0657	josserand1983mixtec
20436	209_nixtamal	NIXTAMAL	ChalcatongoHidalgoMixtec	Mixtec	nu²ni¹	xa³ʔa³	x a ⁵ ʔ a ⁵	xa⁵ʔa⁵	492	492	17.03226	-97.57074	swanton2020observaciones
20437	218_maguey	MAGUEY	YucunutiBenitoJuarezMixtec	Mixtec	žāƀì	žāƀì	ʒ a ³ β i ¹	ʒa³βi¹	409	409	17.63409	-97.89151	josserand1983mixtec
20440	47_hornanatomy	HORN (ANATOMY)	SantiagoApoalaMixtec	Mixtec	ⁿdiki	ⁿdiki	ⁿd i k i	ⁿdiki	350	350	17.6143	-97.0657	josserand1983mixtec
20441	204_cornstalk	CORN STALK	ChalcatongoHidalgoMixtec	Mixtec	ⁿda-yoʔo	ⁿda-yoʔo	ⁿd a + j o ʔ o	ⁿda+joʔo	320 140	320 140	17.03226	-97.57074	josserand1983mixtec
20442	19_cornfield	CORN FIELD	YucunutiBenitoJuarezMixtec	Mixtec	ʔiti	ʔiti	i t i	iti	145	145	17.63409	-97.89151	josserand1983mixtec
20445	217_herbaceousplant	HERBACEOUS PLANT	SantiagoApoalaMixtec	Mixtec	kuʔu	kuʔu	k u ʔ u	kuʔu	334	334	17.6143	-97.0657	josserand1983mixtec
20449	121_bean	BEAN	SantiagoApoalaMixtec	Mixtec	ⁿduči	ⁿduči	ⁿd u tʃ i	ⁿdutʃi	24	24	17.6143	-97.0657	josserand1983mixtec
20451	194_tassel	TASSEL	YucunutiBenitoJuarezMixtec	Mixtec	žōkō	žōkō	ʒ o ³ k o ³	ʒo³ko³	751	751	17.63409	-97.89151	josserand1983mixtec
20454	78_pricklypearcactus	PRICKLY PEAR CACTUS	SantiagoApoalaMixtec	Mixtec	mi̧ʔⁿȼa	mi̧ʔⁿȼa	m ĩ ʔ ⁿts a	mĩʔⁿtsa	564	564	17.6143	-97.0657	josserand1983mixtec
20456	97_sugarcane	SUGAR CANE	YucunutiBenitoJuarezMixtec	Mixtec	ⁿdòò	ⁿdòò	ⁿd o ¹ o ¹	ⁿdo¹o¹	734	734	17.63409	-97.89151	josserand1983mixtec
20459	54_meat	MEAT	SantiagoApoalaMixtec	Mixtec	ko̧ỹo̧	ko̧ỹo̧	k õ j̃ õ	kõj̃õ	418	418	17.6143	-97.0657	josserand1983mixtec
20461	27_egg	EGG	YucunutiBenitoJuarezMixtec	Mixtec	ⁿdìƀì	ⁿdìƀì	ⁿd i ¹ β i ¹	ⁿdi¹βi¹	204	204	17.63409	-97.89151	josserand1983mixtec
20464	134_fire	FIRE	SantiagoApoalaMixtec	Mixtec	ñu̧ʔu̧	ñu̧ʔu̧	ɲ ũ ʔ ũ	ɲũʔũ	240	240	17.6143	-97.0657	josserand1983mixtec
20466	102_tomato	TOMATO	YucunutiBenitoJuarezMixtec	Mixtec	ti-na̧na̧-kʷaʔa	ti-na̧na̧-kʷaʔa	t i + n ã n ã + kʷ a ʔ a	ti+nãnã+kʷaʔa	9 775 595	9 775 595	17.63409	-97.89151	josserand1983mixtec
20469	100_thread	THREAD	SantiagoApoalaMixtec	Mixtec	žuʔwa	žuʔwa	ʒ u ʔ w a	ʒuʔwa	768	768	17.6143	-97.0657	josserand1983mixtec
20471	219_mamey	MAMEY	YucunutiBenitoJuarezMixtec	Mixtec	ⁿdoko-saʔa	ⁿdoko-saʔa	ⁿd o k o + s a ʔ a	ⁿdoko+saʔa	161 258	161 258	17.63409	-97.89151	josserand1983mixtec
20476	170_griddle	GRIDDLE	YucunutiBenitoJuarezMixtec	Mixtec	šòò	šòò	ʃ o ¹ o ¹	ʃo¹o¹	310	310	17.63409	-97.89151	josserand1983mixtec
20479	109_water	WATER	SantiagoApoalaMixtec	Mixtec	ⁿduȼa	ⁿduȼa	ⁿd u ts a	ⁿdutsa	402	402	17.6143	-97.0657	josserand1983mixtec
20481	17_cookingpot	COOKING POT	YucunutiBenitoJuarezMixtec	Mixtec	kihi	kihi	k i h i	kihi	138	138	17.63409	-97.89151	josserand1983mixtec
20484	24_dew	DEW	SantiagoApoalaMixtec	Mixtec	žužu	žužu	ʒ u ʒ u	ʒuʒu	167	167	17.6143	-97.0657	josserand1983mixtec
20486	134_fire	FIRE	YucunutiBenitoJuarezMixtec	Mixtec	ñú̧ʔù̧	ñú̧ʔù̧	ɲ ũ ⁵ ʔ ũ ¹	ɲũ⁵ʔũ¹	240	240	17.63409	-97.89151	josserand1983mixtec
20491	135_gourdbowl	GOURD BOWL	YucunutiBenitoJuarezMixtec	Mixtec	žaši	žaši	ʒ a ʃ i	ʒaʃi	291	291	17.63409	-97.89151	josserand1983mixtec
20494	83_red	RED	SantiagoApoalaMixtec	Mixtec	kʷaʔa	kʷaʔa	kʷ a ʔ a	kʷaʔa	595	595	17.6143	-97.0657	josserand1983mixtec
20496	100_thread	THREAD	YucunutiBenitoJuarezMixtec	Mixtec	žaʔa	žaʔa	ʒ a ʔ a	ʒaʔa	768	768	17.63409	-97.89151	josserand1983mixtec
20498	161_comb	COMB	AlacatlatzalaMixtec	Mixtec	kʷìkà	kʷìkà	kʷ i ¹ k a ¹	kʷi¹ka¹	136	136	17.25	-98.58	durr1987preliminary
