ID	DOCULECT	CONCEPT	SPANISH_GLOSS	VALUE	FORM	IDlist	CONCEPTICON_ID	LOAN	LOAN_SOURCE	SOURCE	FLOATTONE	VARIETY_CODE
18665	SanEstebanAtatlahucaMixtec_A	NIGHT TIME	de noche	ñuú	ñuú	199				alexander1980gramatica	[B]	atat11
14874	SanEstebanAtatlahucaMixtec_A	NINE	nueve	ɨɨn	ɨɨn	165	1483			alexander1980gramatica	[C]	atat11
18724	SanEstebanAtatlahucaMixtec_A	NOSE	nariz	xijnī	xijnī	25	1221			alexander1980gramatica	[C]	atat11
18356	SanEstebanAtatlahucaMixtec_A	NOW OR TODAY	ahora, hoy	vijna	vijna	197	2097			alexander1980gramatica	[A]	atat11
13955	SanEstebanAtatlahucaMixtec_A	ONE	uno	ɨɨn	ɨɨn	157	1493			alexander1980gramatica	[A]	atat11
13073	SanEstebanAtatlahucaMixtec_A	PAPER	papel, libro	tutu	tutu	146	648			alexander1980gramatica	[C]	atat11
5595	SanEstebanAtatlahucaMixtec_A	PATH	camino	ichi	ichi	45	2252			alexander1980gramatica	[A]	atat11
8155	SanEstebanAtatlahucaMixtec_A	PIG	marrano	quɨnɨ̄	quɨnɨ̄	72	1337			alexander1980gramatica	[C]	atat11
11549	SanEstebanAtatlahucaMixtec_A	PLATE	plato	cohō	cohō	123	480			alexander1980gramatica	[C]	atat11
15350	SanEstebanAtatlahucaMixtec_A	POOR	pobre	ndáhú	ndáhú	169	1674			alexander1980gramatica	[B]	atat11
7136	SanEstebanAtatlahucaMixtec_A	POSSUM	tlacuache	chéngo	chéngo	64	470			alexander1980gramatica	[A]	atat11
10709	SanEstebanAtatlahucaMixtec_A	PRICKLY PEAR CACTUS	nopal	vihndē	vihndē	110				alexander1980gramatica	[C]	atat11
18414	SanEstebanAtatlahucaMixtec_A	PRIEST	sacerdote	sutū	sutū	16	852			alexander1980gramatica	[C]	atat11
9675	SanEstebanAtatlahucaMixtec_A	PUMPKIN	calabaza	yɨquɨn	yɨquɨn	100	864			alexander1980gramatica	[A]	atat11
7251	SanEstebanAtatlahucaMixtec_A	RABBIT	conejo	iso	iso	66	1136			alexander1980gramatica	[C]	atat11
12292	SanEstebanAtatlahucaMixtec_A	RAIN (PRECIPITATION)	lluvia	savū	savū	138	658			alexander1980gramatica	[C]	atat11
13581	SanEstebanAtatlahucaMixtec_A	RED	rojo	cuéhé	cuéhé	152	156			alexander1980gramatica	[B]	atat11
15475	SanEstebanAtatlahucaMixtec_A	RICH	rico	cúcá	cúcá	170	712			alexander1980gramatica	[B]	atat11
7823	SanEstebanAtatlahucaMixtec_A	ROOSTER	gallo	líhli	líhli	70	1511			alexander1980gramatica	[C]	atat11
11665	SanEstebanAtatlahucaMixtec_A	ROPE	mecate	yoho	yoho	129	1218			alexander1980gramatica	[A]	atat11
9551	SanEstebanAtatlahucaMixtec_A	SALT	sal	ñɨɨ̄	ñɨɨ̄	99	1274			alexander1980gramatica	[C]	atat11
16435	SanEstebanAtatlahucaMixtec_A	SALTY	salado	ñɨ́ɨ́	ñɨ́ɨ́	181	1091			alexander1980gramatica	[C]	atat11
6561	SanEstebanAtatlahucaMixtec_A	SCORPION	alacrán	tɨsuhma	tɨsuhma	56	1538			alexander1980gramatica	[C]	atat11
14749	SanEstebanAtatlahucaMixtec_A	SEVEN	siete	uxā	uxā	163	1704			alexander1980gramatica	[C]	atat11
8271	SanEstebanAtatlahucaMixtec_A	SHEEP	borrego	lanchi	lanchi	74	1331			alexander1980gramatica	[A]	atat11
14549	SanEstebanAtatlahucaMixtec_A	SIX	seis	iñū	iñū	162	1703			alexander1980gramatica	[C]	atat11
17889	SanEstebanAtatlahucaMixtec_A	SLOW	despacio	cuéé	cuéé	194	701			alexander1980gramatica	[B]	atat11
15962	SanEstebanAtatlahucaMixtec_A	SMALL (SINGULAR)	chico.SG	lulí	lulí	175				alexander1980gramatica	[B]	atat11
6446	SanEstebanAtatlahucaMixtec_A	SNAKE	culebra	coō	coō	53	730			alexander1980gramatica	[C]	atat11
308	SanEstebanAtatlahucaMixtec_A	SONG	canción	yaa	yaa	209	1096			alexander1980gramatica	[C]	atat11
12734	SanEstebanAtatlahucaMixtec_A	STONE OR ROCK	piedra	yuū	yuū	143	2125			alexander1980gramatica	[C]	atat11
10003	SanEstebanAtatlahucaMixtec_A	SUGAR CANE	caña	ndoō	ndoō	102	146			alexander1980gramatica	[C]	atat11
16553	SanEstebanAtatlahucaMixtec_A	TASTY	sabroso	asɨ̄n	asɨ̄n	183	1813			alexander1980gramatica	[C]	atat11
14993	SanEstebanAtatlahucaMixtec_A	TEN	diez	uxī	uxī	166	1515			alexander1980gramatica	[C]	atat11
11550	SanEstebanAtatlahucaMixtec_A	THREAD	hilo, hilado	yuhvā	yuhvā	127	1161			alexander1980gramatica	[C]	atat11
14172	SanEstebanAtatlahucaMixtec_A	THREE	tres	unī	unī	159	492			alexander1980gramatica	[C]	atat11
10469	SanEstebanAtatlahucaMixtec_A	TOMATO	jitomate	tɨnana	tɨ-nana	106	986			alexander1980gramatica	[C]	atat11
9550	SanEstebanAtatlahucaMixtec_A	TORTILLA	tortilla	staā	staā	92				alexander1980gramatica	[C]	atat11
4305	SanEstebanAtatlahucaMixtec_A	TORTILLA BASKET	tenate	ndohō	ndohō		1539			alexander1980gramatica	[C]	atat11
5480	SanEstebanAtatlahucaMixtec_A	TOWN OR VILLAGE	pueblo	ñuu	ñuu	43	3609			alexander1980gramatica	[C]	atat11
8721	SanEstebanAtatlahucaMixtec_A	TREE	árbol, palo	yujnu	yujnu	80	906			alexander1980gramatica	[A]	atat11
15233	SanEstebanAtatlahucaMixtec_A	TWENTY	veinte	ocō	ocō	168	1710			alexander1980gramatica	[C]	atat11
14171	SanEstebanAtatlahucaMixtec_A	TWO	dos	uū	uū	158	1498			alexander1980gramatica	[C]	atat11
16768	SanEstebanAtatlahucaMixtec_A	UGLY	feo, bravo	xeēn	xeēn	187	1548			alexander1980gramatica	[C]	atat11
11907	SanEstebanAtatlahucaMixtec_A	WATER	agua	ndute	ndute	137	948			alexander1980gramatica	[A]	atat11
307	SanEstebanAtatlahucaMixtec_A	WHEN	cuándo	na	na	208	1238			alexander1980gramatica	[A]	atat11
13835	SanEstebanAtatlahucaMixtec_A	WHITE	blanco	cuíjín	cuíjín	156	1335			alexander1980gramatica	[B]	atat11
8515	SanEstebanAtatlahucaMixtec_A	WING	ala	ndijēn	ndijēn	78	1257			alexander1980gramatica	[C]	atat11
18294	SanEstebanAtatlahucaMixtec_A	WOMAN	mujer	ñahan	ñahan	14	962			alexander1980gramatica	[A]	atat11
306	SanEstebanAtatlahucaMixtec_A	WORD	palabra	jnūhun	jnūhun	205	1599			alexander1980gramatica	[A]	atat11
305	SanEstebanAtatlahucaMixtec_A	WORKING OR WORK	trabajo	jniñu	jniñu	204	2281			alexander1980gramatica	[A]	atat11
18239	SanEstebanAtatlahucaMixtec_A	YEAR	año	cuiyā	cuiyā	196	1226			alexander1980gramatica	[C]	atat11
13705	SanEstebanAtatlahucaMixtec_A	YELLOW	amarillo	cuáán	cuáán	154	1424			alexander1980gramatica	[B]	atat11
18123	SanEstebanAtatlahucaMixtec_A	YESTERDAY	ayer	icu	icu	195	1174			alexander1980gramatica	[A]	atat11
8587	SantoTomasOcotepecMixtec_A	ANIMAL	animal	kītī	kītī	50	619			alexander1988syntactic		ocot11
6166	SantoTomasOcotepecMixtec_A	AUNT	aunt	shīshi	shīshi	11	1272			alexander1988syntactic		ocot11
11184	SantoTomasOcotepecMixtec_A	AVOCADO	avocado	tichí	tichí	108	3725			alexander1988syntactic		ocot11
7506	SantoTomasOcotepecMixtec_A	BACK	back	yata	yata	29	1291			alexander1988syntactic		ocot11
11295	SantoTomasOcotepecMixtec_A	BANANA	banana	ndīkā	ndīkā	109	868			alexander1988syntactic		ocot11
11982	SantoTomasOcotepecMixtec_A	BASKET	basket	ndoho	ndoho	125	1539			alexander1988syntactic		ocot11
10542	SantoTomasOcotepecMixtec_A	BEAN	bean	ndūchī	ndūchī	96	832			alexander1988syntactic		ocot11
13260	SantoTomasOcotepecMixtec_A	BEESWAX	wax	ñuma	ñuma	148	1931			alexander1988syntactic		ocot11
7592	SantoTomasOcotepecMixtec_A	BELLY OR STOMACH	stomach	chixīn	chixīn	30	2114			alexander1988syntactic		ocot11
15303	SantoTomasOcotepecMixtec_A	BIG (PLURAL)	big.PL	náhnú	náhnú	174				alexander1988syntactic		ocot11
15187	SantoTomasOcotepecMixtec_A	BIG (SINGULAR)	big.SG	káhnú	káhnú	173				alexander1988syntactic		ocot11
8681	SantoTomasOcotepecMixtec_A	BIRD	bird	sāa	sāa	51	937			alexander1988syntactic		ocot11
13544	SantoTomasOcotepecMixtec_A	BLACK	black	kū-tūún	tūún	155	163			alexander1988syntactic		ocot11
17628	SantoTomasOcotepecMixtec_A	BLAME	sin	kwachī	kwachī	206	134			alexander1988syntactic		ocot11
5976	SantoTomasOcotepecMixtec_A	BROTHER (OF MAN)	brother of man	ñāni	ñāni	9	559			alexander1988syntactic		ocot11
9258	SantoTomasOcotepecMixtec_A	CAT	cat	chílū	chílū	69	1208			alexander1988syntactic		ocot11
11857	SantoTomasOcotepecMixtec_A	CHARCOAL	charcoal	ti-kayī	ti-kayī	120	1188			alexander1988syntactic		ocot11
5677	SantoTomasOcotepecMixtec_A	CHILD (DESCENDANT)	son/daughter, child	sehē	sehē	5	1801			alexander1988syntactic		ocot11
10661	SantoTomasOcotepecMixtec_A	CHILI PEPPER	chili pepper	yāhā	yāhā	98	919			alexander1988syntactic		ocot11
7987	SantoTomasOcotepecMixtec_A	CLOTH	cloth	sāhmā	sāhmā	39	1616			alexander1988syntactic		ocot11
12365	SantoTomasOcotepecMixtec_A	CLOUD	cloud	viko	viko	135	1489			alexander1988syntactic		ocot11
11620	SantoTomasOcotepecMixtec_A	COOKING POT	cooking pot	kisī	kisī	116	3653			alexander1988syntactic		ocot11
10076	SantoTomasOcotepecMixtec_A	CORN	grain of corn	nuni	nuni	87	506			alexander1988syntactic		ocot11
10199	SantoTomasOcotepecMixtec_A	CORN FIELD	cornfield	ītu	ītu	88	449			alexander1988syntactic		ocot11
12930	SantoTomasOcotepecMixtec_A	COTTON	cotton	kachi	kachi	144	1850			alexander1988syntactic		ocot11
5858	SantoTomasOcotepecMixtec_A	CROSS-SEX SIBLING	cross-sex sibling	kwahā	kwahā	8				alexander1988syntactic		ocot11
11388	SantoTomasOcotepecMixtec_A	CUSTARD APPLE	custard apple	ndōkō	ndōkō	112				alexander1988syntactic		ocot11
5771	SantoTomasOcotepecMixtec_A	DAUGHTER	daughter	sehē síhi	sehē-síhi	7	1357			alexander1988syntactic		ocot11
17069	SantoTomasOcotepecMixtec_A	DAY (24 HOURS)	day	kivi	kivi	200	1260			alexander1988syntactic		ocot11
17182	SantoTomasOcotepecMixtec_A	DAY (NOT NIGHT)	day time	ndūú	ndūú	201	1225			alexander1988syntactic		ocot11
7776	SantoTomasOcotepecMixtec_A	DISEASE	sickness	kwehe	kwehe	33	1986			alexander1988syntactic		ocot11
9126	SantoTomasOcotepecMixtec_A	DOG	dog	tīna	t-īna	68	2009			alexander1988syntactic		ocot11
7206	SantoTomasOcotepecMixtec_A	EAR	ear	shitin	shitin	24	1247			alexander1988syntactic		ocot11
10303	SantoTomasOcotepecMixtec_A	EAR OF CORN (FRESH)	fresh ear of corn	ndīshī	ndīshī	89				alexander1988syntactic		ocot11
11006	SantoTomasOcotepecMixtec_A	EGG	egg	ndivi	ndivi	105	744			alexander1988syntactic		ocot11
14248	SantoTomasOcotepecMixtec_A	EIGHT	eight	una	una	164	1705			alexander1988syntactic		ocot11
6992	SantoTomasOcotepecMixtec_A	FACE	face	nuu	nuu	20	1560			alexander1988syntactic		ocot11
16270	SantoTomasOcotepecMixtec_A	FAR	far	xíká	xíká	190	1406			alexander1988syntactic		ocot11
10907	SantoTomasOcotepecMixtec_A	FAT (FROM ANIMALS)	lard	shehēn	shehēn	104	1282			alexander1988syntactic		ocot11
5549	SantoTomasOcotepecMixtec_A	FATHER	father	tātá	tātá	3	1217			alexander1988syntactic		ocot11
14620	SantoTomasOcotepecMixtec_A	FIFTEEN	fifteen	shahun	shahun	167	1709			alexander1988syntactic		ocot11
11735	SantoTomasOcotepecMixtec_A	FIRE	fire	ñúhun	ñúhun	118	221			alexander1988syntactic		ocot11
8799	SantoTomasOcotepecMixtec_A	FISH	fish	t-yaká	t-yaká	52	227			alexander1988syntactic		ocot11
13906	SantoTomasOcotepecMixtec_A	FIVE	five	uhun	uhun	161	493			alexander1988syntactic		ocot11
9961	SantoTomasOcotepecMixtec_A	FLOWER	flower	īta	īta	83	239			alexander1988syntactic		ocot11
7667	SantoTomasOcotepecMixtec_A	FOOT	foot	xehe	xehe	32	1301			alexander1988syntactic		ocot11
13783	SantoTomasOcotepecMixtec_A	FOUR	four	kumi	kumi	160	1500			alexander1988syntactic		ocot11
15795	SantoTomasOcotepecMixtec_A	GOOD	good	vahā	vahā	179	1035			alexander1988syntactic		ocot11
11858	SantoTomasOcotepecMixtec_A	GOURD BOWL	gourd bowl	ñāxīn	ñāxīn	124				alexander1988syntactic		ocot11
9866	SantoTomasOcotepecMixtec_A	GRASS	grass	īte	īte	82	606			alexander1988syntactic		ocot11
6873	SantoTomasOcotepecMixtec_A	HAIR	hair	īshī	īshī	19	1040			alexander1988syntactic		ocot11
17282	SantoTomasOcotepecMixtec_A	HALF	half, middle	savá	savá	202	816			alexander1988syntactic		ocot11
7398	SantoTomasOcotepecMixtec_A	HAND	hand	ndāha	ndāha	27	1277			alexander1988syntactic		ocot11
9259	SantoTomasOcotepecMixtec_A	HEN	hen	ñīhín	ñīhín	71	1514			alexander1988syntactic		ocot11
9385	SantoTomasOcotepecMixtec_A	HORSE	horse	kwáyu	kwáyu	73	615	yes	Colonial Spanish	alexander1988syntactic		ocot11
15067	SantoTomasOcotepecMixtec_A	HOT	hot	īhní	īhní	172	1286			alexander1988syntactic		ocot11
8349	SantoTomasOcotepecMixtec_A	HOUSE	house	vēhē	vēhē	44	1252			alexander1988syntactic		ocot11
16035	SantoTomasOcotepecMixtec_A	LAZY	lazy	kū-kúshí	kúshí	186	1564			alexander1988syntactic		ocot11
15674	SantoTomasOcotepecMixtec_A	LONG (PLURAL)	long.PL	nání	nání	178				alexander1988syntactic		ocot11
15548	SantoTomasOcotepecMixtec_A	LONG (SINGULAR)	long.SG	kání	kání	177				alexander1988syntactic		ocot11
6399	SantoTomasOcotepecMixtec_A	MAN	man	tēe	tēe	13	1554			alexander1988syntactic		ocot11
11507	SantoTomasOcotepecMixtec_A	MEAT	meat	kuñū	kuñū	114	634			alexander1988syntactic		ocot11
7894	SantoTomasOcotepecMixtec_A	MEDICINE	medicine	tatan	tatan	34	1372			alexander1988syntactic		ocot11
13030	SantoTomasOcotepecMixtec_A	METAL	metal	kaā	kaā	145	2244			alexander1988syntactic		ocot11
17371	SantoTomasOcotepecMixtec_A	MONEY	money	shuhún	shuhún	203	1559			alexander1988syntactic		ocot11
12246	SantoTomasOcotepecMixtec_A	MOON	moon	yoo	yoo	134	1313			alexander1988syntactic		ocot11
19285	SantoTomasOcotepecMixtec_A	MOTHER	mother	nāná	nāná	1	1216			alexander1988syntactic		ocot11
5431	SantoTomasOcotepecMixtec_A	MOTHER VOCATIVE	mother!, mom!	nāná	nāná	2				alexander1988syntactic		ocot11
12804	SantoTomasOcotepecMixtec_A	MOUNTAIN OR HILL	mountain	yūkū	yūkū	141	2118			alexander1988syntactic		ocot11
8943	SantoTomasOcotepecMixtec_A	MOUSE	mouse	tí:ñí	tí:ñí	60	1491			alexander1988syntactic		ocot11
7095	SantoTomasOcotepecMixtec_A	MOUTH	mouth	yūhú	yūhú	23	674			alexander1988syntactic		ocot11
13378	SantoTomasOcotepecMixtec_A	MUD	mud	ndehyu	ndehyu	149	640			alexander1988syntactic		ocot11
16151	SantoTomasOcotepecMixtec_A	NEAR	near	ñātīn	ñātīn	189	1942			alexander1988syntactic		ocot11
7322	SantoTomasOcotepecMixtec_A	NECK	neck	sukun	sukun	26	1333			alexander1988syntactic		ocot11
12164	SantoTomasOcotepecMixtec_A	NETBAG	net bag	ñūnū	ñūnū	131	293			alexander1988syntactic		ocot11
16840	SantoTomasOcotepecMixtec_A	NIGHT	night	xā-kwáa	xā-kwáa	198	1233			alexander1988syntactic		ocot11
16969	SantoTomasOcotepecMixtec_A	NIGHT TIME	night time	ñūú	ñūú	199				alexander1988syntactic		ocot11
14379	SantoTomasOcotepecMixtec_A	NINE	nine	iin	iin	165	1483			alexander1988syntactic		ocot11
16726	SantoTomasOcotepecMixtec_A	NOW OR TODAY	now, today	mītān	mītān	197	2097			alexander1988syntactic		ocot11
13545	SantoTomasOcotepecMixtec_A	ONE	one	īīn	īīn	157	1493			alexander1988syntactic		ocot11
6636	SantoTomasOcotepecMixtec_A	OWNER	owner	xe-tōho	xe-tōho	15	1036			alexander1988syntactic		ocot11
13152	SantoTomasOcotepecMixtec_A	PAPER	paper	tūtu	tūtu	146	648			alexander1988syntactic		ocot11
8468	SantoTomasOcotepecMixtec_A	PATH	path	īchī	īchī	45	2252			alexander1988syntactic		ocot11
14824	SantoTomasOcotepecMixtec_A	POOR	poor	ndahví	ndahví	169	1674			alexander1988syntactic		ocot11
6753	SantoTomasOcotepecMixtec_A	PRIEST	priest	sutu	sutu	16	852			alexander1988syntactic		ocot11
9041	SantoTomasOcotepecMixtec_A	RABBIT	rabbit	lēxō	lēxō	66	1136	yes?	Spanish	alexander1988syntactic		ocot11
12585	SantoTomasOcotepecMixtec_A	RAIN (PRECIPITATION)	rain (precipitation)	sávi	sávi	138	658			alexander1988syntactic		ocot11
16389	SantoTomasOcotepecMixtec_A	RAW	raw	yíhí	yíhí	192	1959			alexander1988syntactic		ocot11
13473	SantoTomasOcotepecMixtec_A	RED	red	kwáhá	kwáhá	152	156			alexander1988syntactic		ocot11
14949	SantoTomasOcotepecMixtec_A	RICH	rich	kwiká	kwiká	170	712			alexander1988syntactic		ocot11
12688	SantoTomasOcotepecMixtec_A	RIVER	river	yutē	yutē	139	666			alexander1988syntactic		ocot11
12075	SantoTomasOcotepecMixtec_A	ROPE	rope	yōhō	yōhō	129	1218			alexander1988syntactic		ocot11
10784	SantoTomasOcotepecMixtec_A	SALT	salt	ñii	ñii	99	1274			alexander1988syntactic		ocot11
8108	SantoTomasOcotepecMixtec_A	SANDAL	sandal, sandals	nixan	nixan	40				alexander1988syntactic		ocot11
8942	SantoTomasOcotepecMixtec_A	SCORPION	scorpion	ti-sūhma	ti-sūhma	56	1538			alexander1988syntactic		ocot11
14128	SantoTomasOcotepecMixtec_A	SEVEN	seven	uxa	uxa	163	1704			alexander1988syntactic		ocot11
9498	SantoTomasOcotepecMixtec_A	SHEEP	sheep	ti-kachí	ti-kachí	74	1331			alexander1988syntactic		ocot11
6072	SantoTomasOcotepecMixtec_A	SISTER (OF WOMAN)	sister of woman	kuhu	kuhu	10				alexander1988syntactic		ocot11
