ID	DOCULECT	CONCEPT	SPANISH_GLOSS	VALUE	FORM	IDlist	CONCEPTICON_ID	LOAN	LOAN_SOURCE	SOURCE	FLOATTONE	VARIETY_CODE
6479	SanJoseSinicahuaMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		sini11
6522	SantaMariaZacatepecMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		zaca11
6552	SanPedroJocotipacMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔa	đaʔa	5	1801			josserand1983mixtec		joco11
6598	SanJoseSinicahuaMixtec	CHILD (DESCENDANT)	hijo/hija	šeʔe	šeʔe	5	1801			josserand1983mixtec		sini11
6659	AlacatlatzalaMixtec_C	CHILD (DESCENDANT)	hijo/hija	saʔya	saʔya	5	1801			josserand1983mixtec		alac11
6786	SanPedroJicayanMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		jica12
7088	SanBartolomeYucuaneMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		yucu11
7149	SanAntonioNduayacoMixtec	CHILD (DESCENDANT)	hijo/hija (halbado por varón)	saʔa	saʔa	5	1801			josserand1983mixtec		ndua11
7265	SanAntonioNduayacoMixtec	CHILD (DESCENDANT)	hijo/hija (hablado por hembra)	đaʔa	đaʔa	5	1801			josserand1983mixtec		ndua11
7879	SanCristobalJamiltepecMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		cris11
8116	SanBartoloSoyaltepecMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔa	đaʔa	5	1801			josserand1983mixtec		soya11
8128	SanMiguelChicahuaMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔa	đaʔa	5	1801			josserand1983mixtec		chic11
8138	SanAgustinChayucoMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		chay11
8473	SantaMariaYucuhitiMixtec	CHILD (DESCENDANT)	hijo/hija	sèʔyā	sèʔyā	5	1801			josserand1983mixtec		yucu12
8502	SantiagoIxtaltepecMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔa	đaʔa	5	1801			josserand1983mixtec		ixta12
8542	MetlatonocMixtec	CHILD (DESCENDANT)	hijo/hija	séʔē	séʔē	5	1801			josserand1983mixtec		metl11
8564	Proto-Mixtec	CHILD (DESCENDANT)	hijo/hija	saʔyi	saʔyi	5	1801			josserand1983mixtec		prom01
9286	SanMiguelElGrandeMixtec_A	CHILD (DESCENDANT)	hijo/hija	sēʔe	sēʔe	5	1801			josserand1983mixtec		gran11
9515	SanMiguelAchiutlaMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		achi11
9837	SanMiguelAhuehuetitlanMixtec	CHILD (DESCENDANT)	hijo/hija	θeʔe	θeʔe	5	1801			josserand1983mixtec		ahue11
10117	SanMiguelIxtapamMixtec	CHILD (DESCENDANT)	hijo/hija	đeʔi	đeʔi	5	1801			josserand1983mixtec		ixta13
10234	SanMiguelIxtapamMixtec	CHILD (DESCENDANT)	hijo/hija	đee	đee	5	1801			josserand1983mixtec		ixta13
10250	SanMartinPerasMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		pera11
10315	YutanduchiGuerreroMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔa	đaʔa	5	1801			josserand1983mixtec		yuta11
10409	SantaMariaYolotepecMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		yolo11
10897	LosTejocotesMixtec	CHILD (DESCENDANT)	hijo/hija	siʔi	siʔi	5	1801			josserand1983mixtec		tejo11
11285	LosTejocotesMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		tejo11
11410	SantiagoChazumbaMixtec	CHILD (DESCENDANT)	hijo/hija	đeʔe	đeʔe	5	1801			josserand1983mixtec		chaz11
11467	SantaLuciaMonteverdeMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		mont13
11622	XayacatlanBravoMixtec	CHILD (DESCENDANT)	hijo/hija	đèʔē	đèʔē	5	1801			josserand1983mixtec		xaya12
11776	CosoltepecMixtec	CHILD (DESCENDANT)	hijo/hija	đeʔe	đeʔe	5	1801			josserand1983mixtec		coso11
11848	TepejilloMixtec	CHILD (DESCENDANT)	hijo/hija	đeʔe	đeʔe	5	1801			josserand1983mixtec		tepe11
11906	SanPedroMolinosMixtec	CHILD (DESCENDANT)	hijo/hija	sēʔe	sēʔe	5	1801			josserand1983mixtec		moli11
12163	SantiagoYosonduaMixtec_B	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		yoso11
12311	SantiagoNundicheMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		nund12
12388	SantaCatarinaEstetlaMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔža	đaʔža	5	1801			josserand1983mixtec		este11
12787	SanMiguelAmatitlanMixtec	CHILD (DESCENDANT)	hijo/hija	đeʔe	đeʔe	5	1801			josserand1983mixtec		amat11
13146	SanPedroySanPabloTeposcolula1600Mixtec	CHILD (DESCENDANT)	hijo/hija	đaʔya	đaʔya	5	1801			josserand1983mixtec		tepo01
13310	SanJuanMixtepecMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		mixt11
13536	SanLorenzoMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		lore11
13542	SantaCruzBravoMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		brav11
13686	SantaCruzItundujiaMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		itun11
13735	SantaCatarinaTlaltempanMixtec	CHILD (DESCENDANT)	hijo/hija	đeʔe	đeʔe	5	1801			josserand1983mixtec		tlal11
13858	SantiagoPinotepaNacionalMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		pino11
13926	SantaMariaApazcoMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔa	đaʔa	5	1801			josserand1983mixtec		apas11
13935	SantaMariaHuazolotitlanMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		huaz11
13967	SanMiguelProgresoMixtec	CHILD (DESCENDANT)	hijo/hija	šiʔa	šiʔa	5	1801			josserand1983mixtec		prog11
13969	SantaMariaJicaltepecMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		jica11
14021	SantaAnaCuauhtemocMixtec	CHILD (DESCENDANT)	hijo/hija	iʔža	iʔža	5	1801			josserand1983mixtec		cuau11
14038	SantaMariaYucunicocoMixtec	CHILD (DESCENDANT)	hijo/hija	sèʔē	sèʔē	5	1801			josserand1983mixtec		yucu15
14081	SantaCatarinaMechoacanMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		mech11
14175	SantaCatarinaAdequezMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔa	đaʔa	5	1801			josserand1983mixtec		adeq11
14206	SantaMariaAcatepecMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		acat11
14448	SanFranciscoSayultepecMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		sayu11
14621	TotoltepecGuerreroMixtec	CHILD (DESCENDANT)	hijo/hija	đeʔe	đeʔe	5	1801			josserand1983mixtec		toto12
14644	SanFranciscoJaltepetongoMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔa	đaʔa	5	1801			josserand1983mixtec		jate11
14649	SantaMariaChigmecatitlanMixtec	CHILD (DESCENDANT)	hijo/hija	đeʔe	đeʔe	5	1801			josserand1983mixtec		chig11
15615	SanPedroAtoyacMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		atoy11
15749	IxpantepecNievesMixtec	CHILD (DESCENDANT)	hijo/hija	haʔži	haʔži	5	1801			josserand1983mixtec		ixpa11
15963	CuyamecalcoVillaZaragozaMixtec	CHILD (DESCENDANT)	hijo/hija	iʔya	iʔya	5	1801			josserand1983mixtec		cuya11
16011	SanPedroCoxcaltepecCantarosMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔa	đaʔa	5	1801			josserand1983mixtec		coxc11
16346	SanSebastianTecomaxtlahuacaMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		teco11
17157	SanPedroChayucoMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		chay12
17239	SanAntonioTepetlapaMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		tepe12
17261	SanPedroChayucoMixtec	CHILD (DESCENDANT)	hijo/hija	sɨʔɨ	sɨʔɨ	5	1801			josserand1983mixtec		chay12
17957	SantoTomasOcotepecMixtec_B	CHILD (DESCENDANT)	hijo/hija	seʔē	seʔē	5	1801			josserand1983mixtec		ocot11
17969	YucuquimiOcampoMixtec	CHILD (DESCENDANT)	hijo/hija de varón	đeʔi	đeʔi	5	1801			josserand1983mixtec		yucu16
17993	SanAgustinTlacotepecMixtec	CHILD (DESCENDANT)	hijo/hija	saʔa	saʔa	5	1801			josserand1983mixtec		tlac11
18003	CuilapamGuerreroMixtec	CHILD (DESCENDANT)	hijo/hija	đeʔe	đeʔe	5	1801			josserand1983mixtec		cuil11
18036	SanJuanTeitaMixtec	CHILD (DESCENDANT)	hijo/hija	đeʔe	đeʔe	5	1801			josserand1983mixtec		teit11
18101	AlcozaucaGuerreroMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		alco11
18255	SantiagoJuxtlahuacaMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		juxt11
18518	SanJuanYutaMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔža	đaʔža	5	1801			josserand1983mixtec		yuta12
18683	SantiagoJamiltepecMixtec_B	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		jami11
18689	SanPedroTidaaMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔa	đaʔa	5	1801			josserand1983mixtec		tida11
18839	SantiagoTlazoyaltepecMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔža	đaʔža	5	1801			josserand1983mixtec		tlaz11
18958	SantiagoTlazoyaltepecMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔža	đaʔža	5	1801			josserand1983mixtec		tlaz11
19077	SantiagoTilantongoMixtec	CHILD (DESCENDANT)	hijo/hija	θaʔya	θaʔya	5	1801			josserand1983mixtec		tila11
19210	ZapotitlanPalmasMixtec	CHILD (DESCENDANT)	hijo/hija	đeʔe	đeʔe	5	1801			josserand1983mixtec		zapo11
19513	SanJuanNumiMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		numi11
19834	PinotepaDonLuisMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		pino12
19841	SanSebastianMonteMixtec_B	CHILD (DESCENDANT)	hijo/hija	haʔya	haʔya	5	1801			josserand1983mixtec		mont12
19915	SanJuanTamazolaMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔža	đaʔža	5	1801			josserand1983mixtec		tama11
19918	SanMartinDuraznosMixtec_B	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		dura11
20541	SantaMariaChigmecatitlanMixtec	CHILD (DESCENDANT)	hijo/hija	iʔa	iʔa	5	1801			josserand1983mixtec		chig11
20615	YucuquimiOcampoMixtec	CHILD (DESCENDANT)	hijo/hija de hembra	seʔe	seʔe	5	1801			josserand1983mixtec		yucu16
20639	CoicoyanlasFloresMixtec	CHILD (DESCENDANT)	hijo/hija	sèʔe	sèʔe	5	1801			josserand1983mixtec		coic11
20762	YoloxochitlMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		yolo12
21105	SantoDomingoNundoMixtec	CHILD (DESCENDANT)	hijo/hija	seʔe	seʔe	5	1801			josserand1983mixtec		nund13
21148	SantoDomingoNuxaaMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔža	đaʔža	5	1801			josserand1983mixtec		nuxa11
21573	SanAntonioHuitepecMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔa	đaʔa	5	1801			josserand1983mixtec		huit11
21714	SantiagoApoalaMixtec	CHILD (DESCENDANT)	hijo/hija	đaʔa	đaʔa	5	1801			josserand1983mixtec		apoa11
21762	SantiagoCacaloxtepecMixtec	CHILD (DESCENDANT)	hijo/hija	đee	đee	5	1801			josserand1983mixtec		caca11
437	AlcozaucaGuerreroMixtec	COCKROACH	cucaracha	te-teʔe	te-teʔe	57	1575			josserand1983mixtec		alco11
637	ChalcatongoHidalgoMixtec_B	COCKROACH	cucaracha	ti-teʔe	ti-teʔe	57	1575			josserand1983mixtec		chal11
1347	SanAndresNuxinoMixtec	COCKROACH	cucaracha	či-đita	či-đita	57	1575			josserand1983mixtec		nuxi11
1805	SanJuanColoradoMixtec_B	COCKROACH	cucaracha	tu-koso	tu-koso	57	1575			josserand1983mixtec		colo11
2262	SanJuanMixtepecMixtec	COCKROACH	cucaracha	ⁿdi-tʸeʔe	ⁿdi-tʸeʔe	57	1575			josserand1983mixtec		mixt11
2352	SanMartinEstadoMixtec	COCKROACH	cucaracha	ⁿdi-taʔyi	ⁿdi-taʔyi	57	1575			josserand1983mixtec		esta11
2542	SantoDomingoNuxaaMixtec	COCKROACH	cucaracha	či-đita	či-đita	57	1575			josserand1983mixtec		nuxa11
2671	SantoDomingoTonahuixtlaMixtec	COCKROACH	cucaracha	si-waa	si-waa	57	1575			josserand1983mixtec		tona11
2834	SanMateoSindihuiMixtec	COCKROACH	cucaracha	čoʔo-kaa	čoʔo-kaa	57	1575			josserand1983mixtec		sind11
2909	SantiagoJuxtlahuacaMixtec	COCKROACH	cucaracha	ⁿdʸi-tʸeʔe	ⁿdʸi-tʸeʔe	57	1575			josserand1983mixtec		juxt11
3007	SantiagoNuyooMixtec	COCKROACH	cucaracha	tì-tèʔyâ	tì-tèʔyâ	57	1575			josserand1983mixtec		nuyo11
3209	GuadalupeVillahermosaMixtec	COCKROACH	cucaracha	ȼ̣i̧u̧	ȼ̣i̧u̧	57	1575			josserand1983mixtec		guad11
3324	TepangoMixtec_B	COCKROACH	cucaracha	ti-tīʔɛʔ	ti-tīʔɛʔ	57	1575			josserand1983mixtec		ayut11
4031	SanLuisMoreliaMixtec	COCKROACH	cucaracha	ti-ⁿdiƀa	ti-ⁿdiƀa	57	1575			josserand1983mixtec		more11
4362	SantaMariaJicaltepecMixtec	COCKROACH	cucaracha	ti-teʔe	ti-teʔe	57	1575			josserand1983mixtec		jica11
4535	SanJuanCoatzospamMixtec_B	COCKROACH	cucaracha	šteʔa	šteʔa	57	1575			josserand1983mixtec		coat11
5631	SanAgustinTlacotepecMixtec	COCKROACH	cucaracha	r̃aki	r̃aki	57	1575			josserand1983mixtec		tlac11
5872	SanJuanTeitaMixtec	COCKROACH	cucaracha	ti-teʔya	ti-teʔya	57	1575			josserand1983mixtec		teit11
5904	CuyamecalcoVillaZaragozaMixtec	COCKROACH	cucaracha	steʔye	steʔye	57	1575			josserand1983mixtec		cuya11
6218	SanFranciscoSayultepecMixtec	COCKROACH	cucaracha	ti-tʸeʔe	ti-tʸeʔe	57	1575			josserand1983mixtec		sayu11
6428	SanEstebanAtatlahucaMixtec_B	COCKROACH	cucaracha	tɨ-tēʔé	tɨ-tēʔé	57	1575			josserand1983mixtec		atat11
6572	IxpantepecNievesMixtec	COCKROACH	cucaracha	čaʔča	čaʔča	57	1575			josserand1983mixtec		ixpa11
6954	SanAntonioTepetlapaMixtec	COCKROACH	cucaracha	ti-taʔya	ti-taʔya	57	1575			josserand1983mixtec		tepe12
6966	SanPedroAtoyacMixtec	COCKROACH	cucaracha	ti-kuka	ti-kuka	57	1575			josserand1983mixtec		atoy11
7099	YoloxochitlMixtec	COCKROACH	cucaracha	ti-teʔe	ti-teʔe	57	1575			josserand1983mixtec		yolo12
7630	SanMiguelPiedrasMixtec	COCKROACH	cucaracha	či-kaa	či-kaa	57	1575			josserand1983mixtec		pied11
7650	SantaMariaPenolesMixtec	COCKROACH	cucaracha	tà-kóó	tà-kóó	57	1575			josserand1983mixtec		peno11
7650	SantaMariaPenolesMixtec	COCKROACH	cucaracha	tà-kóó	tà-kóó	57	1575			josserand1983mixtec		peno11
7698	CoicoyanlasFloresMixtec	COCKROACH	cucaracha	ti-teʔe	ti-teʔe	57	1575			josserand1983mixtec		coic11
7958	SanPedroTututepecMixtec	COCKROACH	cucaracha	ti-tʸeʔe	ti-tʸeʔe	57	1575			josserand1983mixtec		tutu12
8028	CuatzoquitengoMixtec	COCKROACH	cucaracha	tʸu̧u̧	tʸu̧u̧	57	1575			josserand1983mixtec		cuat11
8287	SantiagoJamiltepecMixtec_B	COCKROACH	cucaracha	ti-tʸaʔya	ti-tʸaʔya	57	1575			josserand1983mixtec		jami11
8538	SanPedroTidaaMixtec	COCKROACH	cucaracha	ti-đita	ti-đita	57	1575			josserand1983mixtec		tida11
8981	SantiagoIxtayutlaMixtec	COCKROACH	cucaracha	ti-tʸeʔe	ti-tʸeʔe	57	1575			josserand1983mixtec		ixta11
9018	SantiagoTamazolaMixtec	COCKROACH	cucaracha	tì-ⁿdìvà	tì-ⁿdìvà	57	1575			josserand1983mixtec		tama12
9022	SantiagoTilantongoMixtec	COCKROACH	cucaracha	tita	tita	57	1575			josserand1983mixtec		tila11
9220	SantosReyesTepejilloMixtec	COCKROACH	cucaracha	či-čeʔe	či-čeʔe	57	1575			josserand1983mixtec		reye11
9749	SanJorgeNuchitaMixtec	COCKROACH	cucaracha	ⁿdì-teʔže	ⁿdì-teʔže	57	1575			josserand1983mixtec		nuch11
10057	SantoTomasOcotepecMixtec_B	COCKROACH	cucaracha	tì-tèʔé	tì-tèʔé	57	1575			josserand1983mixtec		ocot11
10108	SanPedroJicayanMixtec	COCKROACH	cucaracha	ti-taʔya	ti-taʔya	57	1575			josserand1983mixtec		jica12
11085	SanBartolomeYucuaneMixtec	COCKROACH	cucaracha	ti-teʔya	ti-teʔya	57	1575			josserand1983mixtec		yucu11
11515	SanBartoloSoyaltepecMixtec	COCKROACH	cucaracha	ⁿdʸu-điña̧	ⁿdʸu-điña̧	57	1575			josserand1983mixtec		soya11
11652	SantiagoIxtaltepecMixtec	COCKROACH	cucaracha	ⁿdi-đi̧ñu̧	ⁿdi-đi̧ñu̧	57	1575			josserand1983mixtec		ixta12
11771	SanPedroJocotipacMixtec	COCKROACH	cucaracha	ⁿdi-đi̧ñu̧	ⁿdi-đi̧ñu̧	57	1575			josserand1983mixtec		joco11
12707	SanMiguelChicahuaMixtec	COCKROACH	cucaracha	ⁿdi-đi̧ñu̧	ⁿdi-đi̧ñu̧	57	1575			josserand1983mixtec		chic11
12791	SantiagoTlazoyaltepecMixtec	COCKROACH	cucaracha	ta-koo	ta-koo	57	1575			josserand1983mixtec		tlaz11
12916	SantiagoTlazoyaltepecMixtec	COCKROACH	cucaracha	ta-koo	ta-koo	57	1575			josserand1983mixtec		tlaz11
13280	SanMiguelElGrandeMixtec_A	COCKROACH	cucaracha	tɨ-tēʔé	tɨ-tēʔé	57	1575			josserand1983mixtec		gran11
13843	SanMartinPerasMixtec	COCKROACH	cucaracha	ȼi-čeʔe	ȼi-čeʔe	57	1575			josserand1983mixtec		pera11
14032	SantiagoYosonduaMixtec_B	COCKROACH	cucaracha	ti-teʔe	ti-teʔe	57	1575			josserand1983mixtec		yoso11
14457	SanJuanTamazolaMixtec	COCKROACH	cucaracha	tɨ-đita	tɨ-đita	57	1575			josserand1983mixtec		tama11
14958	SantaMariaZacatepecMixtec	COCKROACH	cucaracha	ti-taʔya	ti-taʔya	57	1575			josserand1983mixtec		zaca11
15305	XayacatlanBravoMixtec	COCKROACH	cucaracha	sì-šìšì	sì-šìšì	57	1575			josserand1983mixtec		xaya12
15520	SanMiguelAhuehuetitlanMixtec	COCKROACH	cucaracha	lā-káá	lā-káá	57	1575			josserand1983mixtec		ahue11
15553	SantaMariaYucunicocoMixtec	COCKROACH	cucaracha	ⁿdī-téʔe	ⁿdī-téʔe	57	1575			josserand1983mixtec		yucu15
15665	TepejilloMixtec	COCKROACH	cucaracha	ši-waa	ši-waa	57	1575			josserand1983mixtec		tepe11
15775	SanAgustinAtenangoMixtec	COCKROACH	cucaracha	teʔi	teʔi	57	1575			josserand1983mixtec		aten11
15831	SantaMariaChigmecatitlanMixtec	COCKROACH	cucaracha	ȼi-đita	ȼi-đita	57	1575			josserand1983mixtec		chig11
15902	SantaMariaYolotepecMixtec	COCKROACH	cucaracha	tɨ-teʔe	tɨ-teʔe	57	1575			josserand1983mixtec		yolo11
15947	CahuatacheMixtec	COCKROACH	cucaracha	ti-teʔe	ti-teʔe	57	1575			josserand1983mixtec		cahu11
15958	CosoltepecMixtec	COCKROACH	cucaracha	ši-waa	ši-waa	57	1575			josserand1983mixtec		coso11
16588	SantaLuciaMonteverdeMixtec	COCKROACH	cucaracha	tu-teʔya	tu-teʔya	57	1575			josserand1983mixtec		mont13
17086	SantaCatarinaEstetlaMixtec	COCKROACH	cucaracha	tɨ-đita	tɨ-đita	57	1575			josserand1983mixtec		este11
17452	SanLorenzoMixtec	COCKROACH	cucaracha	ti-kʷa̧a̧	ti-kʷa̧a̧	57	1575			josserand1983mixtec		lore11
17625	SantaCruzBravoMixtec	COCKROACH	cucaracha	tʸu̧u̧	tʸu̧u̧	57	1575			josserand1983mixtec		brav11
17666	SantaCruzItundujiaMixtec	COCKROACH	cucaracha	tɨ-teʔya	tɨ-teʔya	57	1575			josserand1983mixtec		itun11
17723	SantaAnaCuauhtemocMixtec	COCKROACH	cucaracha	steʔže	steʔže	57	1575			josserand1983mixtec		cuau11
17750	SantaMariaApazcoMixtec	COCKROACH	cucaracha	ⁿdi-đi̧ñu̧	ⁿdi-đi̧ñu̧	57	1575			josserand1983mixtec		apas11
17802	SantiagoPinotepaNacionalMixtec	COCKROACH	cucaracha	ti-teʔe	ti-teʔe	57	1575			josserand1983mixtec		pino11
17807	SantaMariaAcatepecMixtec	COCKROACH	cucaracha	ti-čeʔe	ti-čeʔe	57	1575			josserand1983mixtec		acat11
17897	SantaCatarinaMechoacanMixtec	COCKROACH	cucaracha	ti-šiko	ti-šiko	57	1575			josserand1983mixtec		mech11
17934	Proto-Mixtec	COCKROACH	cucaracha	tɨ-teʔyaʔ	tɨ-teʔyaʔ	57	1575			josserand1983mixtec		prom01
17981	SantaMariaHuazolotitlanMixtec	COCKROACH	cucaracha	ti-šiko	ti-šiko	57	1575			josserand1983mixtec		huaz11
18013	SantaCatarinaMechoacanMixtec	COCKROACH	cucaracha	ti-tʸeʔe	ti-tʸeʔe	57	1575			josserand1983mixtec		mech11
18103	SantaMariaHuazolotitlanMixtec	COCKROACH	cucaracha	ti-tʸeʔe	ti-tʸeʔe	57	1575			josserand1983mixtec		huaz11
18553	SanAgustinChayucoMixtec	COCKROACH	cucaracha	ti-tʸeʔe	ti-tʸeʔe	57	1575			josserand1983mixtec		chay11
19242	SanPedroMolinosMixtec	COCKROACH	cucaracha	ti-teʔe	ti-teʔe	57	1575			josserand1983mixtec		moli11
19606	SanJuanNumiMixtec	COCKROACH	cucaracha	ⁿdi-teʔa	ⁿdi-teʔa	57	1575			josserand1983mixtec		numi11
19997	PinotepaDonLuisMixtec	COCKROACH	cucaracha	tu-koso	tu-koso	57	1575			josserand1983mixtec		pino12
20087	SanMartinDuraznosMixtec_B	COCKROACH	cucaracha	ȼʸeʔe	ȼʸeʔe	57	1575			josserand1983mixtec		dura11
20273	SanSebastianTecomaxtlahuacaMixtec	COCKROACH	cucaracha	ⁿdi-ȼʸeʔe	ⁿdi-ȼʸeʔe	57	1575			josserand1983mixtec		teco11
20403	YucunutiBenitoJuarezMixtec	COCKROACH	cucaracha	či-čarra	či-čarra	57	1575			josserand1983mixtec		yucu13
20431	SantiagoApoalaMixtec	COCKROACH	cucaracha	ⁿdi-đi̧ñu̧	ⁿdi-đi̧ñu̧	57	1575			josserand1983mixtec		apoa11
20897	SantaMariaYucuhitiMixtec	COCKROACH	cucaracha	tì-tèʔyá	tì-tèʔyá	57	1575			josserand1983mixtec		yucu12
21611	SanAntonioHuitepecMixtec	COCKROACH	cucaracha	ti-đitaʔ	ti-đitaʔ	57	1575			josserand1983mixtec		huit11
21790	SantiagoCacaloxtepecMixtec	COCKROACH	cucaracha	kukarača	kukarača	57	1575			josserand1983mixtec		caca11
21846	ZapotitlanPalmasMixtec	COCKROACH	cucaracha	ȼiši-waa	ȼiši-waa	57	1575			josserand1983mixtec		zapo11
12308	SantiagoJamiltepecMixtec_B	COFFIN	ataúd	čatu̧	čatu̧	126	2011			josserand1983mixtec		jami11
20920	SantaMariaYucuhitiMixtec	COFFIN	ataúd	yàtù	yàtù	126	2011			josserand1983mixtec		yucu12
692	ChalcatongoHidalgoMixtec_B	COLD	frío	ƀixi̧	ƀixi̧	171	1287			josserand1983mixtec		chal11
889	SanAgustinChayucoMixtec	COLD	frío	wiči	wiči	171	1287			josserand1983mixtec		chay11
1383	SanAndresNuxinoMixtec	COLD	frío	ƀiši̧	ƀiši̧	171	1287			josserand1983mixtec		nuxi11
1383	SanAndresNuxinoMixtec	COLD	frío	ƀišȩ	ƀišȩ	171	1287			josserand1983mixtec		nuxi11
1847	SanJuanColoradoMixtec_B	COLD	frío	ƀiči̧	ƀiči̧	171	1287			josserand1983mixtec		colo11
1970	CosoltepecMixtec	COLD	frío	kaši̧	kaši̧	171	1287			josserand1983mixtec		coso11
1971	CosoltepecMixtec	COLD	frío	wiši̧	wiši̧	171	1287			josserand1983mixtec		coso11
2225	SanJuanDiuxiMixtec_B	COLD	frío	ƀiši	ƀiši	171	1287			josserand1983mixtec		diux11
2313	SanMartinDuraznosMixtec_B	COLD	frío	ƀiši̧	ƀiši̧	171	1287			josserand1983mixtec		dura11
2398	SanMartinEstadoMixtec	COLD	frío	ƀiši̧	ƀiši̧	171	1287			josserand1983mixtec		esta11
2610	SantoDomingoNuxaaMixtec	COLD	frío	wiši̧	wiši̧	171	1287			josserand1983mixtec		nuxa11
2686	SanMartinPerasMixtec	COLD	frío	ƀisi̧	ƀisi̧	171	1287			josserand1983mixtec		pera11
2783	SanMateoPenascoMixtec	COLD	frío	ƀixi	ƀixi	171	1287			josserand1983mixtec		pena12
3164	ElRosarioMicaltepecMixtec	COLD	frío	ƀiši	ƀiši	171	1287			josserand1983mixtec		mica11
3233	SantoTomasOcotepecMixtec_B	COLD	frío	ƀì̧xī̧	ƀì̧xī̧	171	1287			josserand1983mixtec		ocot11
3584	LosTejocotesMixtec	COLD	frío	ƀiči	ƀiči	171	1287			josserand1983mixtec		tejo11
3863	SanJeronimoProgresoMixtec_B	COLD	frío	ƀiši	ƀiši	171	1287			josserand1983mixtec		prog12
3976	SanLorenzoMixtec	COLD	frío	wiči	wiči	171	1287			josserand1983mixtec		lore11
